Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,Heave.front.tie_rod_angle_top_view_l.avg,Heave.front.roll_center_gnd.z.avg,Roll.front.roll_center.y.avg,Steering.front.ackerman_angle.avg,Heave.front.side_view_swing_arm_angle_l.avg,Heave.front.motion_ratio_heave_l.avg,Heave.front.toe_angle_l.avg,Roll.front.camber_angle_l.avg,Roll.front.side_view_swing_arm_angle_l.avg,Steering.front.tie_rod_angle_front_view_l.avg,Heave.front.tie_rod_angle_top_view_l.std_dev,Heave.front.roll_center_gnd.z.std_dev,Roll.front.roll_center.y.std_dev,Steering.front.ackerman_angle.std_dev,Heave.front.side_view_swing_arm_angle_l.std_dev,Heave.front.motion_ratio_heave_l.std_dev,Heave.front.toe_angle_l.std_dev,Roll.front.camber_angle_l.std_dev,Roll.front.side_view_swing_arm_angle_l.std_dev,Steering.front.tie_rod_angle_front_view_l.std_dev,Heave.front.tie_rod_angle_top_view_l.best,Heave.front.roll_center_gnd.z.best,Roll.front.roll_center.y.best,Steering.front.ackerman_angle.best,Heave.front.side_view_swing_arm_angle_l.best,Heave.front.motion_ratio_heave_l.best,Heave.front.toe_angle_l.best,Roll.front.camber_angle_l.best,Roll.front.side_view_swing_arm_angle_l.best,Steering.front.tie_rod_angle_front_view_l.best,
150,90.3494,139.889,229.575,0.645867,0.264024,2.27178,27.9127,0.255522,41.4601,4.10883,58.9778,1.00105,0.818289,2.81846,1.31991,4.57001,13.1875,0.994073,200.193,14.3865,14.2755,0.0183264,3.98959,0.883054,0.00244777,1.13288,9.61024,0.0249578,0.601528,0.489238,53.7338,0.971373,0.00408681,2.26866,
151,90.3494,144.812,241.747,0.623909,0.415677,2.40394,26.6134,0.232678,41.5468,4.14232,64.9145,0.998198,0.818602,2.72565,1.70327,5.21152,3.98104,0.917371,196.765,14.5274,32.5035,0.0078076,3.91323,0.25924,0.00244901,1.13288,10.1122,0.0249578,0.601528,0.489238,56.851,0.959703,0.00408681,2.67071,
152,90.3492,176.839,262.723,0.510911,0.847638,2.75974,45.0057,0.69158,49.0614,6.99766,66.4121,1.00437,0.971899,3.08707,2.3837,4.99034,106.991,1.93381,175.581,17.4003,32.9258,0.0264704,3.51746,1.51055,0.00244901,1.1331,9.57516,0.0250337,0.601769,0.489238,48.1235,0.961226,0.0040948,0.755011,
153,90.349,144.526,203.757,0.625141,0.534951,2.53351,33.6053,0.265948,34.7565,5.23444,62.7772,1.00107,0.687341,3.12952,1.88778,5.31859,49.8286,1.09538,167.974,16.5178,25.5386,0.0139152,3.33403,1.64627,0.00245061,1.13322,9.32526,0.0250337,0.601769,0.489352,56.8529,0.984561,0.00412758,2.67287,
154,90.3488,182.822,314.298,0.49419,0.800723,2.93628,36.0385,0.530248,67.4958,6.40094,63.2391,1.0017,1.3296,3.04919,2.40438,6.16904,66.8418,1.60694,273.047,17.7047,28.5603,0.0132742,5.4388,1.22172,0.002451,1.13322,9.87241,0.0250337,0.601546,0.489321,56.7248,0.999061,0.00412758,2.67287,
155,90.3486,174.195,356.095,0.518663,0.487443,2.35028,26.7918,0.326626,68.3314,4.87816,65.6772,1.00077,1.33022,3.02138,1.74455,5.54592,9.6116,1.15789,325.366,15.2306,37.3272,0.00667142,6.36873,1.17916,0.002451,1.13331,13.6801,0.0250711,0.601546,0.489321,53.1808,0.999061,0.00414395,2.67334,
156,90.3486,171.424,300.925,0.527048,0.802013,2.69951,26.0827,0.336128,68.0952,5.17255,63.0127,0.998314,1.34629,2.87837,2.75524,5.61878,5.24415,1.41908,266.741,15.8976,29.743,0.0066631,5.29927,0.977036,0.002451,1.13328,1.49341,0.0250711,0.601327,0.489352,56.8535,0.963814,0.00414031,2.67318,
157,90.3477,141.784,252.348,0.637223,0.555075,2.45877,27.5166,0.206582,42.6402,4.26925,59.5104,1.00234,0.83381,2.79054,1.94871,5.34195,6.43532,0.63438,236.912,14.8482,15.7908,0.0197744,4.62903,0.507218,0.002451,1.13328,12.2625,0.0250437,0.601307,0.489085,54.045,0.979192,0.00414031,2.67318,
158,90.3477,181.693,362.738,0.497254,0.794631,1.94711,34.9299,0.243709,72.9659,6.62935,58.7407,1.00402,1.4298,3.00811,2.73212,3.28743,51.5674,0.960887,316.358,23.9163,7.3787,0.0235744,6.25093,1.22618,0.00245241,1.13328,7.78091,0.0250437,0.601307,0.489085,56.8535,0.988725,0.00414031,2.67318,
159,90.3477,179.643,365.203,0.502929,0.322637,1.67914,26.9561,0.160554,82.7823,3.91183,58.4118,0.999324,1.61998,2.79959,1.39075,2.98404,8.41352,0.567433,340.392,13.947,11.0993,0.00599123,6.68072,0.734252,0.0024547,1.13318,11.6253,0.0250413,0.600911,0.489085,53.5593,0.982589,0.00413345,2.67267,
160,90.3475,185.381,336.958,0.48736,0.572962,2.19805,27.6219,0.145208,85.5084,3.46757,60.2676,0.99944,1.68712,2.91322,2.31448,3.98817,8.33518,0.516684,306.373,11.9768,16.2733,0.0113644,6.05961,1.31441,0.00245372,1.1332,9.53324,0.0250011,0.601055,0.488836,56.8543,0.969312,0.0041433,1.05799,
161,90.3473,143.452,202.103,0.62981,0.744518,2.26644,35.8759,0.215511,34.4237,4.4423,60.7127,1.00452,0.680258,3.08593,2.64847,4.03054,55.9117,0.861008,170.111,13.5211,21.4263,0.0242258,3.39584,1.5168,0.00245372,1.13329,9.96402,0.0250094,0.60109,0.488773,56.8545,0.988922,0.00414832,2.67319,
162,90.3473,245.831,479.291,0.367518,0.819273,2.28845,60.8071,0.545244,107.727,5.54776,62.0622,1.00144,2.11907,2.91395,2.46027,4.34474,242.449,1.64153,382.183,15.3249,21.9416,0.0142548,7.48087,1.12599,0.00245372,1.1334,9.36031,0.0250058,0.60109,0.488723,44.9001,0.979494,0.00416578,2.2369,
163,90.3468,134.212,260.544,0.673165,0.248346,1.30915,28.3128,0.124287,37.5606,2.51852,59.6088,1.00081,0.72887,2.79986,1.34357,1.45045,32.6107,0.49751,241,10.5066,13.7166,0.00870049,4.76316,0.843509,0.00245372,1.1334,26.2896,0.0250094,0.60109,0.488342,56.8543,0.999061,0.00416578,2.67376,
164,90.3468,128.724,199.56,0.701864,0.777709,2.73456,30.1198,0.143188,26.8904,3.90402,59.5282,1.00265,0.526121,3.0975,2.71365,6.73038,26.1325,0.593089,176.624,12.9222,11.3055,0.0161758,3.49679,1.58789,0.00245451,1.1334,3.63998,0.0250094,0.60109,0.488342,56.8543,0.993684,0.00416578,2.67376,
165,90.3468,125.124,243.433,0.722061,0.19767,1.24994,27.2895,0.0706007,32.8581,1.65145,57.3599,0.998867,0.637329,2.81019,1.46952,1.67781,3.38989,0.325193,225.888,8.28855,3.81014,0.00347958,4.43358,0.980009,0.00245462,1.13353,13.9891,0.0250094,0.601438,0.488342,56.8543,0.989231,0.00417415,2.67428,
166,90.3468,125.122,215.292,0.722067,0.28405,1.75812,27.0974,0.167537,30.7091,2.38921,58.3717,0.999982,0.598053,2.74722,1.38669,4.27795,2.34604,0.692536,206.359,10.297,11.4609,0.0048324,4.06776,0.460122,0.00245399,1.13353,13.1931,0.0250238,0.601438,0.488342,50.5915,0.999062,0.00417415,2.67441,
167,90.3467,164.696,296.736,0.548565,0.622418,2.16556,35.9269,0.167928,55.3424,4.92653,60.3983,1.0025,1.08551,3.05835,2.1567,3.89468,45.728,0.543675,268.66,15.0101,16.8256,0.0179588,5.25256,1.44095,0.00245399,1.1335,9.22848,0.0250459,0.601438,0.48834,56.8546,0.994812,0.00417023,2.67416,
168,90.3465,137.058,191.959,0.659183,0.628039,3.04308,27.4787,0.363203,38.8982,3.62888,58.1881,1.0025,0.76974,3.05785,2.16534,6.7301,11.3227,1.25506,172.338,12.4938,6.1283,0.0178599,3.48195,1.46743,0.00245399,1.13353,10.309,0.0250026,0.601375,0.488306,56.8546,0.999062,0.00417415,2.67441,
169,90.3465,193.924,334.412,0.465885,1.17985,3.3369,31.2058,0.395511,78.6184,8.01989,65.3386,1.00474,1.54935,3.27543,3.09552,6.1344,22.3446,1.10906,302.964,18.4335,33.961,0.0246276,5.9837,1.73312,0.00245421,1.13353,9.31859,0.0250026,0.601438,0.488296,48.4738,0.967192,0.00417415,2.67441,
170,90.3465,118.647,178.791,0.761471,0.300776,1.71122,28.1223,0.27591,22.5322,2.42268,59.1032,1.00154,0.441484,2.73608,1.70546,3.30184,7.68051,1.2421,160.705,10.8713,15.1608,0.0182788,3.20155,0.542936,0.00245428,1.13353,9.2241,0.0250026,0.601438,0.488211,56.8546,0.994523,0.00417415,2.67441,
171,90.3465,195.075,332.487,0.463137,0.949708,3.11438,26.3748,0.203115,82.5958,6.80666,69.3458,1.00012,1.63544,3.04928,2.71855,5.96972,7.62817,0.56073,275.604,17.8002,38.4017,0.0202261,5.42652,1.50217,0.00245428,1.13343,0.64191,0.0250294,0.601273,0.488211,56.8545,0.960301,0.00416252,2.67373,
172,90.3464,146.943,278.098,0.61484,0.680633,2.39248,36.211,0.269461,35.1595,4.8431,62.6578,1.00512,0.679229,3.04475,2.4068,5.39269,60.401,1.01278,239.97,15.0078,25.4429,0.0239072,4.69044,1.53753,0.00245428,1.13343,12.3676,0.0250273,0.601273,0.488211,56.8545,0.999062,0.00416252,2.63659,
173,90.3464,177.433,356.579,0.509187,0.420577,1.45973,26.9506,0.104808,82.8563,2.84852,57.2705,0.999911,1.62361,2.89812,1.87573,1.59415,9.51812,0.422225,333.088,10.1166,6.17734,0.00901663,6.7114,1.14658,0.00245428,1.13347,14.4607,0.0250273,0.601247,0.488303,44.3551,0.986105,0.00416252,2.67406,
174,90.3462,126.4,153.62,0.714764,0.721366,3.17637,31.3596,0.31304,19.2684,4.94603,62.199,1.00385,0.376873,3.03548,2.22808,6.51025,31.562,0.948273,127.282,14.1551,21.2758,0.0253186,2.42773,1.11895,0.00245787,1.13348,12.1019,0.0250273,0.601247,0.488303,56.8549,0.974867,0.0041761,2.67408,
175,90.3462,187.281,371.375,0.482409,0.586326,1.74593,29.5294,0.344242,86.2086,3.90619,59.3405,1.00133,1.68774,2.93113,2.0741,2.722,17.648,1.25496,332.533,11.8935,14.9993,0.0125191,6.8209,1.2888,0.00245596,1.13354,10.9725,0.025037,0.601298,0.488303,56.8545,0.981072,0.00417999,2.67437,
176,90.3461,156.431,250.848,0.577547,0.622652,2.14029,31.1405,0.358919,53.7109,3.98402,59.4537,1.00373,1.0622,2.95378,2.12324,4.04636,22.156,1.15485,227.289,13.3463,13.3608,0.0212993,4.5208,1.04614,0.00245785,1.13354,7.90652,0.025037,0.601234,0.488302,49.6187,0.994513,0.00418091,2.67434,
177,90.3461,168.055,268.419,0.5376,0.666065,2.13202,51.7026,0.409829,37.0588,4.99292,66.3891,1.00118,0.730559,2.97153,2.24746,3.47639,123.16,1.35628,175.587,15.3363,33.3075,0.0189351,3.50092,1.4956,0.00245785,1.13353,11.912,0.025037,0.601231,0.488302,56.8538,0.959778,0.00417884,2.58044,
178,90.3461,146.023,282.268,0.61871,0.335603,1.32587,27.2506,0.0814769,52.2064,2.58027,57.3,1.00049,1.02075,2.92168,1.74573,1.26376,24.2798,0.437852,262.68,10.2578,3.31882,0.0082379,5.15025,1.21071,0.00245621,1.13354,14.9086,0.025037,0.601231,0.488295,55.4534,0.999061,0.00417914,2.67434,
179,90.3461,138.036,224.236,0.654512,0.560493,2.28989,27.6107,0.298212,41.2729,3.28171,58.2183,1.0012,0.815378,2.68691,2.20285,4.70106,6.4369,1.3084,199.187,11.7426,7.78037,0.0177861,3.97129,0.460595,0.00245621,1.13359,9.67728,0.025037,0.601298,0.488295,56.8538,0.979817,0.00418719,0.838001,
180,90.346,132.351,188.921,0.682624,0.661758,2.49138,28.2373,0.414127,26.7854,4.45759,64.9103,1.00199,0.525803,2.86535,2.26508,5.09976,7.13313,1.37753,145.009,13.9536,35.0292,0.0199533,2.88182,0.75089,0.00245621,1.13374,11.9112,0.0250364,0.60156,0.488297,56.8544,0.960163,0.00420517,2.67539,
181,90.346,128.297,186.749,0.704193,0.614776,2.13848,26.8342,0.217356,30.1016,3.57661,60.3355,0.999293,0.592571,2.88695,2.44384,5.12451,3.43411,0.987779,153.069,13.4006,18.6701,0.00807264,3.04688,1.05311,0.00245725,1.13379,11.3581,0.0250364,0.601633,0.488284,56.8542,0.967181,0.00421357,2.67559,
182,90.346,136.035,252.201,0.664137,0.595914,3.03249,26.5767,0.441356,38.5937,3.21137,58.8153,1.00187,0.750446,3.01595,2.05095,7.4653,3.64348,1.44405,232.714,10.7313,9.05082,0.0100018,4.53897,1.20749,0.00245647,1.13397,12.2761,0.0250317,0.601935,0.488269,56.8543,0.999061,0.0042339,2.6765,
183,90.3459,219.021,415.613,0.4125,0.899527,2.37297,30.0353,0.383991,113.066,6.57359,59.2981,1.00421,2.22168,3.16469,2.50977,4.39671,21.4474,1.11517,387.655,16.8474,10.7672,0.0228291,7.77825,1.79888,0.00245647,1.13397,4.32394,0.0250317,0.601887,0.488245,50.1225,0.99269,0.0042338,2.47993,
184,90.3459,116.748,160.206,0.773855,0.367791,1.94854,27.4485,0.142064,21.4769,2.73241,58.377,1.00197,0.420752,2.83184,1.88213,4.01718,4.01666,0.694586,143.794,11.0258,9.71763,0.0205055,3.3025,0.931891,0.00245641,1.13397,9.55743,0.0250317,0.601887,0.488225,56.8543,0.998707,0.0042338,2.67651,
185,90.3459,173.781,323.505,0.519883,0.820652,3.21191,53.0092,0.258167,44.9607,5.81054,60.9267,1.00384,0.889403,2.89029,2.55294,6.76788,182.384,0.868726,183.009,16.4883,22.7954,0.0234931,3.72199,0.964165,0.00245623,1.13397,10.87,0.0250294,0.601887,0.488225,56.8543,0.961375,0.0042338,2.32887,
186,90.3459,133.452,234.252,0.676992,0.453916,1.80046,30.9148,0.163442,31.7697,3.59805,60.2694,1.00455,0.618278,2.85931,1.92105,3.56639,31.815,0.601296,213.023,12.3875,14.0198,0.0247083,4.19482,0.936628,0.00245618,1.13397,17.641,0.0250294,0.601887,0.488225,56.8543,0.999061,0.00423379,2.67651,
187,90.3459,153.218,241.387,0.589657,0.619963,2.32762,26.994,0.35527,51.0189,4.89355,61.9399,1.00113,1.01052,3.05693,2.09375,4.45213,4.58093,1.17517,206.957,15.003,19.7865,0.020662,4.12979,1.5495,0.00245453,1.13397,9.16302,0.0250294,0.601887,0.488238,56.8544,0.966721,0.00423379,2.65677,
188,90.3459,171.811,305.099,0.525844,0.697311,2.30718,48.7579,0.334897,47.5455,5.71196,61.4461,1.00744,0.929304,3.07358,2.18886,3.91881,130.453,1.08904,245.026,15.6577,18.5679,0.0296228,4.80893,1.55994,0.00245569,1.13397,23.3213,0.0250414,0.60192,0.488236,53.1268,0.999061,0.0042346,2.23328,
189,90.3459,142.94,244.439,0.632053,0.392989,2.1581,27.4303,0.208149,41.0326,4.09895,63.0854,1.00028,0.808327,2.7252,1.60588,4.07694,21.9222,0.749703,197.745,14.4309,30.721,0.0211143,3.92086,0.497547,0.00245495,1.13399,10.4485,0.0250405,0.601923,0.488228,56.8544,0.955168,0.00423588,1.94444,
190,90.3459,204.421,371.646,0.441961,1.07214,3.06356,43.0126,0.514453,81.5246,7.24642,61.9931,1.00607,1.59772,3.38995,2.94918,5.90453,81.8491,1.46692,333.279,17.6765,15.8138,0.0273828,6.54022,1.94526,0.00245495,1.13399,12.3111,0.0250377,0.601919,0.488228,56.8544,0.981311,0.00423588,2.67659,
191,90.3459,288.283,492.407,0.313393,0.884267,2.83997,37.0522,0.532413,169.852,6.74958,62.8377,1.00416,3.33583,3.19482,2.26118,5.1296,61.3516,1.28648,454.166,18.2572,28.4382,0.0176634,8.93523,1.6745,0.00245495,0.950746,10.2152,0.0218727,0.601914,0.428502,42.9794,0.985982,0.00423588,1.42044,
192,90.3459,192.812,362.397,0.468569,0.850418,2.4448,26.0914,0.33198,89.2303,6.40675,61.794,1.00028,1.75695,2.90553,2.70339,5.39153,11.995,1.17806,343.015,17.7849,19.306,0.00847795,6.57623,1.09138,0.00245495,1.13399,1.96533,0.0250408,0.601877,0.488228,56.8544,0.98993,0.00423588,1.43283,
193,90.3459,120.094,121.802,0.752294,0.7231,3.09345,29.6074,0.415062,12.1704,5.97204,64.1277,1.00663,0.236042,2.74205,2.24841,6.08051,11.4953,1.38194,106.852,16.5958,34.5777,0.0299225,2.04721,0.787597,0.00245455,1.13399,13.0646,0.0250404,0.601877,0.488228,56.8544,0.993178,0.00423617,0.941706,
194,90.3458,162.346,320.542,0.556502,0.348497,2.00016,53.6315,0.297524,34.9595,2.99026,63.5069,1.00133,0.676578,2.93352,1.41708,4.31072,186.535,1.16751,229.695,12.0693,34.6055,0.0136816,4.54527,1.11808,0.00245338,1.13399,13.7271,0.0250385,0.601869,0.488234,54.4211,0.999061,0.00423565,2.67661,
195,90.3458,167.68,309.081,0.538797,0.985507,3.24696,28.3461,0.408462,56.1882,7.28494,66.0881,1.0086,1.10022,3.02344,2.86943,6.54356,26.5426,1.20384,272.222,18.3312,33.3836,0.0339517,5.37266,1.28549,0.00245303,1.13399,9.84673,0.0250385,0.601869,0.488234,56.004,0.999061,0.00423565,2.67661,
196,90.3458,191.626,380.616,0.471469,0.673691,2.59747,26.3556,0.371654,88.8659,5.45779,61.5456,0.99941,1.74021,3.01875,2.10181,5.62537,4.35393,1.18206,348.471,16.5074,28.3985,0.0129201,6.77247,1.23116,0.00245248,1.13399,11.3399,0.0250333,0.601857,0.488234,52.8372,0.954803,0.00423464,2.67661,
197,90.3458,192.353,339.417,0.469686,0.98097,3.34328,30.6859,0.481964,74.8291,6.17598,70.3402,1.00023,1.47217,3.0437,2.86791,6.6523,32.6293,1.63942,299.268,16.3835,40.7253,0.0159469,5.86753,1.39279,0.00245248,1.13399,10.8025,0.0250333,0.601857,0.488234,56.8544,0.959497,0.00423464,0.946348,
198,90.3458,141.689,252.448,0.637635,0.240903,1.54204,26.8072,0.136289,46.2563,2.06967,59.9636,0.999493,0.911654,2.7617,1.37354,3.11341,5.3421,0.663117,229.071,8.84673,17.4566,0.00766066,4.51893,0.648336,0.00245248,1.13399,7.27692,0.0250323,0.601857,0.488234,56.8544,0.973197,0.00423464,2.67659,
199,90.3458,133.137,250.577,0.678593,0.492186,2.19701,29.495,0.150733,33.3459,4.16956,58.5729,1.00177,0.646611,3.0653,1.92524,5.03636,17.9965,0.587284,228.087,14.8312,7.64747,0.0161688,4.47154,1.79011,0.00245248,1.13398,12.3288,0.0250323,0.501454,0.488238,56.8544,0.985732,0.00423464,2.67656,
200,90.3458,246.587,462.373,0.366384,1.00281,3.31606,25.9679,0.44644,137.84,7.7511,63.3102,1.00179,2.70795,3.24287,2.57032,7.42417,4.60985,1.29488,437.164,18.624,24.2844,0.0118525,8.59106,1.76517,0.00245163,1.13398,9.00729,0.0250333,0.601828,0.48824,50.9502,0.962015,0.00423464,2.54542,
