Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,Heave.front.roll_center.z.avg,Heave.front.tie_rod_angle_top_view_l.avg,Heave.front.mechanical_trail_l.avg,Heave.front.motion_ratio_heave_l.avg,Heave.front.toe_angle_l.avg,Heave.front.scrub_radius_l.avg,Roll.front.camber_angle_l.avg,Steering.front.ackerman_angle.avg,Heave.front.side_view_swing_arm_angle_l.avg,Roll.front.roll_center.y.avg,Steering.front.tie_rod_angle_front_view_l.avg,Steering.front.camber_angle_l.avg,Heave.front.roll_center.z.std_dev,Heave.front.tie_rod_angle_top_view_l.std_dev,Heave.front.mechanical_trail_l.std_dev,Heave.front.motion_ratio_heave_l.std_dev,Heave.front.toe_angle_l.std_dev,Heave.front.scrub_radius_l.std_dev,Roll.front.camber_angle_l.std_dev,Steering.front.ackerman_angle.std_dev,Heave.front.side_view_swing_arm_angle_l.std_dev,Roll.front.roll_center.y.std_dev,Steering.front.tie_rod_angle_front_view_l.std_dev,Steering.front.camber_angle_l.std_dev,Heave.front.roll_center.z.best,Heave.front.tie_rod_angle_top_view_l.best,Heave.front.mechanical_trail_l.best,Heave.front.motion_ratio_heave_l.best,Heave.front.toe_angle_l.best,Heave.front.scrub_radius_l.best,Roll.front.camber_angle_l.best,Steering.front.ackerman_angle.best,Heave.front.side_view_swing_arm_angle_l.best,Roll.front.roll_center.y.best,Steering.front.tie_rod_angle_front_view_l.best,Steering.front.camber_angle_l.best,
140,22.1594,86.1686,253.043,0.257163,18.3135,0.550779,7.40251,0.341239,1.62362,6.30608,0.528967,0.565761,30.5056,17.3072,0.837251,1.88614,70.7526,1.06178,12.8879,0.410536,2.43448,23.3664,0.0728048,0.743991,121.209,66.9863,0.418551,0.632727,4.42553,0.271842,4.23941,0.202145,0.916239,0.350063,0.0689472,0.315641,0.326152,2.05853,0.611771,0.692144,
141,22.0612,53.3512,159.55,0.413509,12.6466,0.463814,6.99746,0.340165,1.19901,4.28135,0.532566,0.499827,14.2446,9.38148,0.805867,1.9585,54.7228,0.833811,15.5963,0.408435,0.765221,20.2871,0.0472705,0.640757,79.5675,14.2982,0.252062,1.09519,4.42553,0.270646,4.22338,0.170777,0.894991,0.350063,0.229008,0.315641,0.301572,7.42941,0.618847,0.999576,
142,22.0612,135.205,294.648,0.163169,47.9629,0.738357,12.5712,0.509634,2.47908,8.96313,0.525961,0.741237,48.248,9.50608,0.97236,1.98691,120.066,1.19091,23.3585,0.744578,4.96183,22.0922,0.112499,0.996456,137.032,12.1031,0.57138,0.525423,4.45789,0.268493,4.22767,0.170777,0.894991,0.350063,0.109765,0.250736,0.301572,4.87973,0.67586,1.72961,
143,22.0612,89.4749,253.456,0.246563,29.0543,0.586282,9.92329,0.322889,1.35951,8.97086,0.526134,0.515688,27.3371,8.00527,0.855985,2.0176,102.492,1.05494,22.0731,0.364826,2.38263,29.8255,0.111483,0.49085,109.793,2.13121,0.320613,0.950796,4.4556,0.268493,4.22618,0.159333,0.588205,0.36891,0.0585551,0.333661,0.306314,7.42917,0.676913,1.48446,
144,21.9866,97.5514,270.151,0.225385,33.5325,0.53755,8.98005,0.302331,1.55851,7.84686,0.541698,0.50516,33.3489,7.65455,0.844182,1.89919,113.157,1.00128,16.7282,0.414933,2.27158,28.2708,0.125582,0.616001,119.165,1.64967,0.244218,0.453142,4.44262,0.268493,4.22238,0.159333,0.85957,0.36891,0.0622288,0.0736544,0.306314,2.99367,0.61159,1.34358,
145,21.9866,43.6464,110.264,0.503744,10.5269,0.447602,6.52126,0.265723,1.21169,5.17068,0.53691,0.460532,6.6056,9.1892,0.850618,1.85971,37.1971,0.862814,11.798,0.29441,1.18009,23.106,0.038616,0.272578,46.4155,12.6236,0.331896,0.194704,4.44721,0.268713,4.22238,0.159333,0.85957,0.416847,0.268874,0.333661,0.306314,3.55844,0.676202,1.41631,
146,21.9866,69.795,252.982,0.315017,40.293,0.372053,5.3513,0.783672,1.52109,2.69688,0.589415,0.477694,7.02147,8.05399,0.774591,1.85988,187.187,0.587747,5.55806,3.6104,2.51398,11.6367,0.28724,0.385024,37.8403,4.02567,0.0947693,0.151961,4.44721,0.268713,4.21045,0.159333,0.85957,0.41466,0.539813,0.32756,0.299867,7.33749,0.43815,1.75708,
147,21.9866,53.5116,156.531,0.410876,20.1372,0.464354,5.62396,0.256118,1.29146,3.16096,0.539827,0.479514,11.5196,7.37251,0.808218,1.85792,83.8942,0.915531,6.7524,0.552782,1.57037,13.5198,0.079223,0.366251,55.029,1.02857,0.196151,0.106362,4.44666,0.268552,4.21485,0.15053,0.85957,0.407466,0.176753,0.32756,0.299867,2.1716,0.65651,1.77281,
148,21.9385,74.8962,181.039,0.292919,30.8567,0.589733,7.81319,0.377914,1.49313,7.76644,0.544342,0.521587,14.4307,7.72468,0.831865,1.94594,111.717,1.02644,14.8119,0.73379,1.97099,27.0038,0.140672,0.4982,57.0528,1.5937,0.336739,0.896518,4.41466,0.269306,4.22147,0.15053,0.257292,0.407466,0.067104,0.105046,0.28559,4.61462,0.628044,0.332594,
149,21.8878,68.9654,192.238,0.317373,25.7255,0.472374,8.08765,0.274957,1.71387,3.55495,0.561639,0.619871,17.8396,7.35962,0.81545,1.93993,91.4523,0.866415,15.3871,0.460709,2.88765,12.832,0.114245,1.14244,86.9353,0.901747,0.328421,0.907948,4.41875,0.268434,4.22781,0.121174,0.905096,0.411294,0.538468,0.32756,0.28559,2.52125,0.62655,0.970871,
150,21.8698,53.6283,168.545,0.407804,12.1717,0.375635,6.11575,0.219678,1.53246,4.44201,0.52714,0.432841,16.3653,8.78158,0.753569,1.91066,39.9381,0.44891,12.1451,0.265715,2.06997,21.2678,0.0781086,0.259981,90.8806,9.0316,0.143675,0.395536,4.41293,0.268434,4.21965,0.121174,0.905096,0.411026,0.0966409,0.350232,0.28559,7.31817,0.62655,1.77281,
151,21.8402,86.1122,254.821,0.253625,21.8055,0.425962,9.5198,0.343614,1.37636,5.9598,0.525487,0.470552,34.9518,7.98415,0.818039,1.93111,73.8741,0.578008,22.7733,0.704618,1.18949,24.8961,0.0977587,0.355833,135.425,2.87673,0.368833,0.635595,4.41293,0.268434,4.22781,0.112751,0.905096,0.411026,0.0600985,0.350232,0.28559,7.31817,0.655671,0.410845,
152,21.8402,45.3131,163.418,0.481983,12.819,0.397996,6.65887,0.209247,1.32324,3.70371,0.541665,0.408625,9.09256,7.51356,0.73648,1.90819,59.3799,0.697616,16.9031,0.352693,1.36999,22.8365,0.0181247,0.13504,64.5055,1.06471,0.12942,0.500384,4.40807,0.268434,4.18832,0.112751,0.847575,0.410315,0.537995,0.366891,0.285182,7.31132,0.651827,1.79939,
153,21.8402,44.8108,126.05,0.487386,10.7357,0.435028,5.85273,0.218148,1.10992,3.15278,0.5283,0.392211,12.3326,7.47824,0.769591,1.80563,34.3687,0.701137,8.12143,0.358342,0.189944,13.2818,0.0760622,0.0245685,71.4476,0.540806,0.184327,0.205957,4.41012,0.276341,4.20523,0.104918,0.391639,0.411814,0.0138608,0.284017,0.282817,7.30066,0.655598,0.661003,
154,21.8315,70.4158,204.725,0.310036,26.8239,0.425757,7.49143,0.265603,1.46855,4.69707,0.549972,0.468167,18.2485,7.26163,0.775657,1.93955,99.5304,0.506976,14.462,0.563127,1.70713,17.3643,0.0692905,0.332417,86.2225,0.758615,0.177781,0.64018,4.41366,0.278534,4.22124,0.104918,0.905096,0.411814,0.382495,0.366891,0.275999,2.42071,0.67238,1.81695,
155,21.8135,39.9402,126.369,0.546154,17.4321,0.333936,6.83331,0.150781,1.23738,1.56727,0.547891,0.436121,1.18105,7.53839,0.753546,1.92839,90.7449,0.257145,17.9791,0.142055,0.959634,8.40894,0.0494314,0.289193,17.783,1.31849,0.134637,0.606521,4.42118,0.279541,4.21962,0.100295,0.946986,0.418491,0.539025,0.376206,0.275999,7.28979,0.674696,1.82302,
156,21.7905,75.3726,199.587,0.289103,31.5083,0.541093,7.20146,0.304948,1.57015,5.05612,0.564063,0.455312,17.9315,7.53787,0.847816,1.85401,111.966,0.872417,11.2697,0.682079,1.98539,16.7603,0.122757,0.423652,66.2624,1.34357,0.401486,0.404156,4.41034,0.277079,4.22124,0.100295,0.471365,0.418491,0.304022,0.00726881,0.26254,2.5131,0.659466,0.277911,
157,21.7755,63.5251,207.257,0.342785,8.02782,0.407509,8.17,0.176428,1.2596,4.24322,0.535952,0.3958,25.2756,12.287,0.805833,1.94036,28.4803,0.574207,20.8558,0.319967,0.934989,20.5459,0.058628,0.0581527,122.482,24.6447,0.364356,0.93393,4.41034,0.277079,4.22124,0.0952636,0.90426,0.418491,0.189861,0.148977,0.26254,7.27329,0.659466,0.354066,
158,21.7755,92.1088,289.288,0.23641,17.4907,0.572022,7.96099,0.208274,1.20952,6.24896,0.534146,0.40855,36.1928,18.599,0.806357,1.87757,56.7765,1.13227,15.0987,0.438045,0.558151,28.5587,0.058432,0.0909545,144.536,77.3499,0.237686,0.401625,4.43051,0.277079,4.22807,0.0858733,0.918569,0.395166,0.192837,0.202943,0.26254,7.27329,0.687201,0.326817,
159,21.7566,81.7769,208.097,0.266048,29.1805,0.542482,9.95098,0.388479,1.75167,4.64013,0.530123,0.508878,23.3904,8.00909,0.902628,1.98151,97.4492,0.977021,20.0289,1.20347,2.53643,18.2284,0.116496,0.633829,107.4,2.98032,0.544692,0.821765,4.42225,0.277079,4.21385,0.0858733,0.955695,0.414263,0.0625861,0.147925,0.26354,7.27329,0.687201,0.710745,
160,21.7566,34.0795,85.7633,0.638406,12.1748,0.38915,6.27393,0.1256,1.27654,1.43291,0.532206,0.424885,1.44917,7.34527,0.743758,1.91128,56.1786,0.664647,14.4953,0.207233,1.15696,7.5665,0.0583109,0.233679,22.9292,0.663927,0.189964,0.498206,4.41635,0.277079,4.22807,0.0858733,0.958525,0.414263,0.124293,0.371233,0.26354,7.27075,0.673841,1.81224,
161,21.7566,106.724,303.064,0.203859,56.6272,0.569206,8.73142,0.675801,1.52544,7.93728,0.566731,0.458855,18.6897,8.14377,0.861897,1.93619,179.986,0.916743,18.0625,2.60679,1.64198,25.8804,0.142712,0.317477,83.5378,4.14415,0.487528,0.669711,4.40928,0.27323,4.22866,0.0858733,0.958525,0.401877,0.396589,0.305708,0.26354,6.45155,0.673841,0.555844,
162,21.727,66.8722,158.357,0.324903,22.0453,0.579004,8.2505,0.242107,1.46636,5.42696,0.529065,0.543794,10.4657,14.5585,0.818629,1.94627,75.094,1.04304,15.6362,0.527455,1.88778,21.1502,0.074109,0.765688,40.0077,50.2702,0.350952,0.449754,4.39286,0.27323,4.22866,0.0858733,0.119028,0.401877,0.220362,0.377092,0.254751,7.28072,0.639029,1.80711,
163,21.727,80.8591,235.386,0.268701,24.1138,0.544615,8.73902,0.279228,1.75461,7.28077,0.534355,0.477301,26.699,7.74412,0.783543,1.90875,81.2174,1.03167,19.0085,0.672358,2.92601,34.0674,0.0851514,0.645959,106.019,7.08219,0.205921,0.505697,4.39286,0.27323,4.23804,0.0926809,1.00484,0.401877,0.0951608,0.0244212,0.254751,7.28037,0.669944,0.75858,
164,21.727,43.2047,150.015,0.502884,6.43949,0.352441,5.50405,0.147009,1.15323,3.46509,0.533252,0.40281,14.3287,8.28447,0.773999,1.82021,15.5043,0.435655,9.2115,0.270279,0.387609,21.5544,0.051058,0.068669,98.6786,6.75767,0.267066,0.158691,4.39286,0.275217,4.23804,0.0926809,1.00484,0.399005,0.175973,0.378852,0.254751,7.28037,0.669944,0.904566,
165,21.727,58.6138,185.403,0.37068,14.7212,0.482573,7.08426,0.203668,1.39475,2.8267,0.530942,0.537929,20.3277,7.71079,0.777402,2.01581,62.6591,0.939394,14.0976,0.4564,1.51671,12.079,0.0566327,0.689443,98.5928,1.99419,0.18728,0.9142,4.41748,0.275217,4.23426,0.0937581,0.976673,0.378803,0.146098,0.378852,0.254751,7.27897,0.705506,1.81851,
166,21.7165,58.5834,161.689,0.370694,12.331,0.452595,7.77681,0.231749,1.32089,5.63578,0.528536,0.559057,15.0303,12.0154,0.801751,1.89948,36.2297,0.650665,14.3679,0.477014,1.31051,21.9441,0.0673748,0.905669,82.0455,29.5834,0.294226,0.510258,4.41748,0.275147,4.21629,0.0942473,0.995811,0.378803,0.106577,0.262491,0.258479,7.27897,0.706489,0.572883,
167,21.6881,73.409,205.531,0.295442,30.6934,0.413393,8.21788,0.204048,1.39683,6.1833,0.547953,0.548273,14.9165,7.60072,0.852788,1.83385,107.931,0.566205,15.7727,0.427723,1.38657,22.8145,0.0616334,0.725542,74.1481,4.62871,0.490931,0.138416,4.41748,0.275147,4.23635,0.0942473,1.0155,0.389823,0.37576,0.367171,0.258479,7.26466,0.706489,1.1209,
168,21.6881,66.3075,218.613,0.327084,28.6291,0.490451,7.35474,0.294814,1.55413,2.44468,0.562254,0.386552,13.9368,7.80661,0.829028,2.01838,122.977,0.944227,16.5469,0.935824,2.22953,10.3326,0.123416,0.156675,83.5675,2.64761,0.469571,1.07223,4.41748,0.275087,4.24059,0.0942473,1.0155,0.40167,0.539581,0.154749,0.255875,7.26216,0.706489,1.81948,
169,21.6881,119.002,293.965,0.18225,45.3498,0.717031,12.7954,0.427954,1.78366,6.98641,0.551214,0.447303,37.8229,9.34824,0.827683,1.94422,140.961,1.31862,28.2001,1.11891,2.23645,23.7447,0.10006,0.258443,136.528,11.7224,0.345194,0.844894,4.41748,0.270451,4.24478,0.0960719,1.0155,0.40167,0.233627,0.329973,0.255394,6.99538,0.707166,0.156472,
170,21.6881,78.1343,251.79,0.277575,25.777,0.51334,9.55915,0.242345,1.35754,5.42612,0.535226,0.560344,23.7567,7.47523,0.812704,2.11855,97.7526,0.913116,26.0798,0.577057,1.28674,22.1041,0.051774,1.08368,113.783,2.22108,0.32846,1.9324,4.41748,0.276245,4.24478,0.0960719,0.611647,0.402681,0.308052,0.36557,0.25365,5.33509,0.707166,1.43421,
171,21.6794,74.5435,196.889,0.290829,38.4734,0.536199,7.34596,0.199757,1.68758,6.76456,0.555265,0.586546,7.71278,8.03663,0.77414,1.87072,131.395,0.851778,12.4331,0.397446,3.1206,27.2682,0.12415,0.88418,32.9493,3.33442,0.229421,0.301575,4.41934,0.274437,4.24882,0.0960719,1.02992,0.402681,0.270688,0.363766,0.25365,6.17697,0.707166,1.51598,
172,21.676,58.9902,163.701,0.367451,19.1207,0.537122,5.47663,0.238179,1.36984,2.31868,0.523758,0.486278,18.9101,7.33542,0.778606,1.89497,61.3893,0.998289,5.9762,0.510732,1.31249,10.2664,0.0952656,0.531816,88.4564,1.63845,0.200887,0.38303,4.41876,0.276245,4.24215,0.0973316,1.02305,0.403203,0.0190404,0.103206,0.245374,0.69752,0.714731,1.44167,
173,21.6587,61.7354,200.013,0.35083,19.1029,0.457618,7.7166,0.260306,1.38164,3.49397,0.531919,0.619134,18.1028,7.13727,0.788683,2.14256,73.9211,0.744437,20.4751,0.741976,1.73038,15.2258,0.041529,1.52331,97.0881,0.815853,0.315451,1.87653,4.41663,0.280264,4.25339,0.0971185,1.08056,0.403203,0.304461,0.363766,0.245374,2.6063,0.711793,1.81498,
174,21.6587,70.0963,168.947,0.308984,35.1805,0.646731,8.48334,0.339167,1.91066,4.5898,0.574151,0.543486,6.82925,8.23352,0.79058,1.9751,117.124,1.207,16.7048,0.862053,3.31094,15.4632,0.138683,0.682657,30.8065,5.14424,0.250418,0.60173,4.41784,0.277117,4.2503,0.0971185,1.08056,0.403203,0.539711,0.363766,0.245374,7.2661,0.713008,1.81807,
175,21.6472,103.801,280.584,0.208544,38.4089,0.682229,8.16342,0.309426,2.10047,4.9736,0.539491,0.519319,38.0129,7.40138,0.809537,1.88061,122.959,1.28453,15.0733,0.907688,3.9178,15.3929,0.0902152,0.672484,134.707,1.83393,0.305205,0.348856,4.41784,0.282407,4.2503,0.0969236,1.08186,0.408576,0.0596843,0.363766,0.245374,0.68926,0.714785,1.66372,
176,21.6438,75.3216,213.297,0.287352,12.9663,0.541271,7.15771,0.21168,1.37704,6.4718,0.537644,0.527388,34.1041,8.61086,0.82606,1.98971,39.84,0.961754,12.0779,0.437959,1.06349,25.7455,0.0963746,0.723728,134.072,7.73136,0.379709,0.741532,4.41414,0.283729,4.2503,0.0961621,1.06742,0.408576,0.209971,0.363766,0.24323,6.01547,0.714064,1.81807,
177,21.6332,67.3577,194.047,0.32117,12.6239,0.528457,9.24793,0.223221,1.6571,5.80983,0.522816,0.43943,22.9754,10.5486,0.784407,1.99664,34.4699,0.927088,20.715,0.482735,3.35613,23.2788,0.0803026,0.363087,100.719,16.0129,0.216711,0.793492,4.42005,0.283729,4.2503,0.0937208,0.3909,0.408576,0.0459825,0.266085,0.24323,7.2616,0.713284,1.80492,
178,21.6332,70.3028,212.327,0.307715,19.8892,0.474832,7.1442,0.241336,1.23367,5.70613,0.527277,0.394846,24.3712,7.65422,0.79968,1.86618,63.7288,0.67897,11.6319,0.558856,0.814352,23.809,0.0579131,0.188781,115.9,3.25968,0.382388,0.419209,4.41177,0.283729,4.2503,0.0937208,0.965979,0.408576,0.226985,0.136554,0.24323,7.2616,0.636811,1.01561,
179,21.6252,51.4337,131.74,0.420447,16.9753,0.629982,7.22178,0.216173,1.33037,4.57529,0.514865,0.439974,9.35507,7.45603,0.82116,1.8977,55.8377,1.24673,12.9803,0.482538,1.26112,16.7886,0.103057,0.323705,48.5116,1.22964,0.335813,0.452442,4.41999,0.297481,4.25478,0.0937208,0.154758,0.408576,0.0316978,0.360221,0.250207,5.34836,0.718051,1.49995,
180,21.6239,54.2132,171.434,0.398868,15.8395,0.49963,6.98778,0.195978,1.12759,3.97502,0.53867,0.425593,14.4459,7.51244,0.798041,1.86702,59.5594,0.918475,14.4071,0.473205,0.271176,20.1447,0.0353607,0.340376,90.1929,1.29154,0.289512,0.261408,4.42004,0.290249,4.25179,0.0937208,1.05576,0.40648,0.371833,0.3598,0.249724,7.2616,0.720251,1.80466,
181,21.6239,94.7977,254.845,0.228106,36.0898,0.688369,7.56425,0.6295,2.13476,10.1575,0.526452,0.524645,25.5174,8.22137,0.886828,1.85686,112.849,1.19841,11.3982,2.46614,3.18959,31.4703,0.0990704,0.680908,110.936,4.18867,0.485275,0.658582,4.41797,0.302611,4.2449,0.0937208,1.04543,0.393843,0.0924882,0.35566,0.249719,5.89614,0.720251,0.134183,
182,21.6126,86.884,250.836,0.248753,28.406,0.548309,12.8328,0.248447,1.5205,6.91314,0.510859,0.623564,24.5099,7.8031,0.820888,2.14653,103.074,0.816113,36.5409,0.65431,2.26257,28.2517,0.115755,1.05642,107.66,3.35747,0.361786,1.82684,4.41636,0.302611,4.2531,0.0937208,1.05733,0.393843,0.0113379,0.35939,0.246201,1.43248,0.720251,0.777909,
183,21.5979,34.2321,88.219,0.630926,4.93058,0.359397,5.84888,0.117658,1.10828,1.87619,0.533286,0.37123,8.83143,7.68754,0.745887,1.82172,12.7218,0.327442,13.0355,0.170761,0.353329,11.235,0.0538868,0.25039,62.1161,2.83455,0.0849733,0.331322,4.4168,0.304533,4.2531,0.0906796,1.05733,0.393843,0.189144,0.360597,0.246201,7.26034,0.724061,1.79629,
184,21.5979,86.5015,220.846,0.249682,28.2961,0.617434,10.0721,0.262281,1.42603,4.59484,0.556694,0.523152,27.3447,10.0001,0.851062,1.95703,94.094,0.93404,18.9509,0.522907,1.15294,13.3357,0.09228,0.665105,91.1129,12.1623,0.389474,0.856319,4.4168,0.304533,4.25425,0.0906796,1.05733,0.405125,0.281502,0.131361,0.24823,7.26034,0.724061,0.668291,
185,21.5979,57.7546,159.029,0.37396,20.5342,0.50054,5.83929,0.192806,1.6659,2.25229,0.515341,0.442107,15.7016,7.50086,0.791289,1.81833,70.4206,0.732057,8.09256,0.436066,2.51948,9.09929,0.10759,0.350208,85.5554,3.00701,0.32575,0.212317,4.41015,0.305687,4.25425,0.0906796,1.05733,0.405125,0.078634,0.360597,0.243739,3.91182,0.630356,1.05804,
186,21.5979,104.438,260.642,0.206801,37.0535,0.643035,8.43486,0.373194,1.55699,8.42113,0.54077,0.523363,36.2917,7.88105,0.850691,1.86809,109.517,0.997171,13.867,0.871509,1.61343,25.5897,0.129949,0.711479,122.589,1.89635,0.420076,0.361906,4.41176,0.305687,4.25938,0.0906796,1.06008,0.405125,0.0825008,0.360597,0.243739,7.25917,0.718466,1.22144,
187,21.5716,68.6588,193.945,0.314185,23.1466,0.562738,6.84526,0.219807,1.34786,4.07989,0.555294,0.573066,20.773,7.82896,0.784489,1.94192,83.8668,1.04483,11.2729,0.582309,1.34205,17.7036,0.158457,0.802072,91.0781,4.49676,0.200718,0.757424,4.41203,0.301505,4.25938,0.0906796,0.628796,0.405125,0.171435,0.36223,0.243739,4.1861,0.726564,1.67232,
188,21.5716,124.411,323.223,0.17339,53.8673,0.681287,10.507,0.346084,2.41271,8.08404,0.555248,0.716015,30.2016,14.1944,0.824391,2.02073,149.489,1.16403,23.9123,0.757644,4.42303,31.742,0.115653,1.26729,107.256,45.2363,0.325445,0.975271,4.41203,0.301505,4.25938,0.0923084,1.06008,0.406305,0.214802,0.365656,0.241956,7.24399,0.726564,0.731016,
189,21.5577,56.5714,171.46,0.381072,16.2568,0.415302,5.64002,0.22458,1.34241,3.30105,0.547217,0.441737,16.6805,9.14888,0.784285,1.78853,67.9328,0.553961,8.98178,0.680825,1.41357,14.7122,0.0496401,0.502131,89.1501,13.1054,0.225879,0.215213,4.41054,0.301505,4.25859,0.091571,1.04879,0.397221,0.537165,0.365656,0.238986,7.24399,0.726564,0.979698,
190,21.5577,88.2269,316.956,0.244344,18.0395,0.585414,9.19995,0.229251,1.51788,5.21627,0.53565,0.476935,14.9686,34.6699,0.841052,1.94646,59.4436,0.960298,19.1472,0.470173,2.01424,17.8543,0.0370582,0.491495,69.1008,187.067,0.436989,0.760056,4.41054,0.301505,4.25859,0.0917773,0.956181,0.397221,0.31518,0.0041062,0.238986,7.24399,0.726564,1.41919,
191,21.5577,104.823,277.227,0.205658,45.4991,0.702302,8.63038,0.286303,1.70561,9.72518,0.53921,0.702179,26.4801,7.84134,0.809592,1.90181,130.977,1.18321,17.2412,0.665848,2.3168,39.4129,0.0880137,1.248,114.571,26.6429,0.307158,0.520599,4.40765,0.301505,4.25859,0.0924071,1.02608,0.406305,0.108612,0.365957,0.23075,6.6829,0.652328,0.951985,
192,21.5577,69.4484,200.864,0.310414,28.6318,0.566977,7.44218,0.230769,1.49671,4.53615,0.554658,0.421202,15.1681,7.65444,0.816539,1.92887,103.964,1.04787,13.0027,0.621277,2.08125,17.1791,0.0817968,0.376534,77.7247,1.78952,0.387569,0.474468,4.40765,0.303321,4.25575,0.0924071,0.471541,0.406305,0.460988,0.367354,0.23075,7.243,0.720184,1.80525,
193,21.5568,86.8232,221.981,0.248284,24.0679,0.540907,6.91751,0.284775,1.52522,5.11369,0.526369,0.651256,36.1172,8.43878,0.82494,1.81459,70.7321,0.817644,11.29,0.64773,1.60882,17.8836,0.0664356,1.06256,121.532,4.88636,0.331358,0.359709,4.40944,0.300363,4.26005,0.0917528,1.06455,0.403385,0.204374,0.36557,0.23075,7.243,0.72241,0.493974,
194,21.5568,118.011,341.778,0.182667,46.553,0.626114,11.5944,1.07756,1.86641,8.18682,0.573169,0.52424,36.2111,7.96123,0.775182,2.06217,148.783,1.11532,26.4388,6.05483,3.13012,27.1596,0.156032,0.787365,131.198,3.45835,0.241443,1.34693,4.40822,0.302894,4.26005,0.0917528,1.06455,0.403385,0.539824,0.36557,0.23075,7.243,0.556557,0.499367,
195,21.5518,68.2714,229.664,0.315679,24.9758,0.432792,6.47453,0.224522,1.29486,3.81942,0.546873,0.428224,19.8825,7.52646,0.763657,1.90177,101.538,0.627427,12.3205,0.960989,1.17936,19.2089,0.0452764,0.307332,102.256,1.44071,0.151609,0.858529,4.40822,0.302894,4.26433,0.0915278,1.06544,0.402717,0.539793,0.369763,0.23075,7.2438,0.726559,0.514905,
196,21.5428,55.3542,169.182,0.389181,14.919,0.457408,5.57551,0.16875,1.41228,5.22216,0.546688,0.397167,15.632,8.40061,0.815427,1.80717,52.4331,0.768547,8.06329,0.384933,1.57127,23.5113,0.0584393,0.150102,81.0081,7.61474,0.427996,0.261766,4.40822,0.302894,4.26688,0.0907367,1.08209,0.40392,0.465605,0.369763,0.230765,7.24219,0.722614,0.56765,
197,21.5428,109.089,276.62,0.19748,36.1925,0.619499,11.0105,0.34182,1.57443,5.50312,0.531663,0.452883,42.2273,7.83919,0.838761,1.95691,111.405,1.01418,23.5615,0.798533,1.73061,17.6816,0.11724,0.343288,135.445,2.14385,0.405005,0.876775,4.40486,0.300588,4.26688,0.0907367,1.078,0.402936,0.0423869,0.00413669,0.230765,6.91288,0.723062,0.636756,
198,21.5428,44.0988,113.549,0.488512,14.3767,0.451759,5.64557,0.182909,1.25778,3.07636,0.532804,0.370929,8.14424,7.45415,0.804853,1.80071,53.0493,0.780949,10.7602,0.455127,0.970782,13.5563,0.0359341,0.0986735,57.478,1.14058,0.373697,0.195368,4.40486,0.299969,4.26635,0.0893538,1.078,0.402936,0.326097,0.00718484,0.230765,7.24224,0.719047,1.03826,
199,21.5378,85.9426,225.448,0.250607,33.7081,0.533873,9.90147,0.189141,1.83948,7.69078,0.535239,0.431182,19.8398,8.54414,0.866036,1.86333,102.853,0.809893,20.2811,0.422582,3.10355,29.9889,0.0783994,0.305507,95.1256,8.00064,0.488429,0.553786,4.40486,0.298905,4.26472,0.087492,1.07383,0.396868,0.0509312,0.0115756,0.229334,7.24224,0.718969,0.306189,
200,21.5378,56.9532,152.393,0.378167,15.863,0.56765,8.54731,0.202287,1.4186,5.08773,0.521692,0.446657,13.8617,7.69505,0.821857,1.9196,52.0062,1.0643,17.4188,0.448358,1.82219,19.2061,0.081355,0.312557,70.6077,2.1322,0.41666,0.639096,4.40348,0.298905,4.26472,0.087492,1.07383,0.396868,0.101626,0.370979,0.224898,7.24224,0.718969,0.98356,
