Individual,Roll.rear.side_view_swing_arm_angle_l,Roll.rear.camber_angle_gain_roll_l,2in Heave.rear.p_rod_length_l,2in Heave.rear.tie_rod_angle_top_view_l,2in Heave.rear.roll_center_gnd.z,2in Heave.rear.coil_over_length_l,2in Heave.rear.side_view_swing_arm_angle_l,2in Heave.rear.motion_ratio_heave_l,2in Heave.rear.toe_angle_l,
36,0.0153587,1.95875,0,3.14841,663.078,46.6673,0.103879,0.638112,0.0239361,
37,0.0156127,1.95878,0,3.14902,663.076,46.6653,0.103602,0.641518,0.0236377,
38,0.0156249,1.95875,0,3.14881,663.076,46.6685,0.103554,0.63919,0.0235497,
39,0.0173844,1.95878,0,3.14809,663.075,46.6668,0.101826,0.641945,0.0235447,
40,0.0150303,1.95881,0,3.14853,663.075,46.6748,0.104328,0.633665,0.0238296,
41,0.0150847,1.95873,0,3.14851,663.075,46.6636,0.104224,0.644862,0.023612,
42,0.0172644,1.95876,0,3.14853,663.077,46.6779,0.101839,0.628525,0.0234415,
43,0.0170596,1.95873,0,3.14907,663.075,46.6771,0.102121,0.631212,0.0234815,
44,0.0163162,1.95864,0,3.14883,663.078,46.6683,0.102803,0.637558,0.0234813,
45,0.0153389,1.95877,0,3.14874,663.076,46.6765,0.103888,0.630809,0.0236651,
46,0.014797,1.9588,0,3.14916,663.075,46.6722,0.104579,0.636322,0.023524,
47,0.0164413,1.95877,0,3.14824,663.075,46.6687,0.102739,0.640007,0.0236293,
48,0.0146476,1.95878,0,3.1489,663.076,46.6712,0.104778,0.636605,0.0235604,
49,0.0170031,1.95871,0,3.14881,663.076,46.6707,0.102157,0.637014,0.0236099,
50,0.0157056,1.95877,0,3.14907,663.076,46.6737,0.103486,0.633679,0.0236032,
51,0.0164245,1.95878,0,3.14862,663.076,46.6651,0.102749,0.643169,0.0235244,
52,0.0156255,1.95877,0,3.14802,663.076,46.6703,0.103605,0.638372,0.0237452,
53,0.0136365,1.95883,0,3.14829,663.075,46.6726,0.106327,0.635008,0.024192,
54,0.0156487,1.95876,0,3.14882,663.075,46.6639,0.10355,0.645126,0.0235157,
55,0.0184277,1.95873,0,3.14839,663.077,46.6641,0.100855,0.643422,0.0236144,
56,0.0137353,1.95874,0,3.1481,663.075,46.6736,0.106143,0.634868,0.0238994,
57,0.0150275,1.95878,0,3.14811,663.077,46.6583,0.104272,0.649495,0.0239098,
58,0.0155026,1.95878,0,3.14957,663.076,46.6742,0.103701,0.633138,0.023592,
59,0.0168229,1.95877,0,3.14854,663.078,46.6749,0.102285,0.632239,0.0235102,
60,0.0169059,1.95871,0,3.14862,663.078,46.6679,0.102174,0.639357,0.0234261,
61,0.0144122,1.9588,0,3.14834,663.075,46.6713,0.105078,0.637766,0.0236738,
62,0.0162112,1.95882,0,3.14814,663.076,46.664,0.10297,0.645516,0.0235398,
63,0.0167406,1.95878,0,3.1496,663.077,46.6699,0.102364,0.637183,0.0234763,
64,0.0171233,1.95872,0,3.1482,663.079,46.6804,0.101969,0.62604,0.0234601,
65,0.0167897,1.95873,0,3.14826,663.078,46.6718,0.102318,0.635397,0.0236448,
66,0.0147562,1.95876,0,3.14886,663.075,46.6744,0.104651,0.635444,0.023535,
67,0.0166751,1.95859,0,3.14891,663.077,46.6663,0.10243,0.640664,0.0244079,
68,0.0162381,1.95867,0,3.14874,663.077,46.6673,0.102974,0.639628,0.0243593,
69,0.0161745,1.95868,0,3.14865,663.078,46.6655,0.102959,0.641473,0.0237566,
70,0.0147254,1.95879,0,3.14862,663.075,46.6657,0.104661,0.644033,0.0235598,
71,0.0161861,1.95873,0,3.14876,663.076,46.671,0.102977,0.638202,0.0235276,
72,0.016557,1.95874,0,3.14819,663.076,46.6676,0.102619,0.642469,0.0235367,
73,0.0147665,1.95871,0,3.14849,663.079,46.663,0.104537,0.643127,0.0239434,
74,0.0157426,1.95872,0,3.14857,663.077,46.6637,0.103407,0.644299,0.0236117,
75,0.0165324,1.95878,0,3.14894,663.075,46.6751,0.102626,0.634659,0.0234645,
76,0.0150639,1.9588,0,3.14845,663.075,46.6707,0.104224,0.639685,0.0235131,
77,0.0211544,1.95857,0,3.14815,663.078,46.6726,0.0986579,0.634555,0.0234548,
78,0.0159816,1.95864,0,3.14876,663.078,46.6752,0.103138,0.632303,0.0234813,
79,0.0162076,1.95874,0,3.14837,663.079,46.667,0.1029,0.640297,0.0235704,
80,0.0163296,1.95869,0,3.14922,663.079,46.6639,0.102775,0.642049,0.0236646,
81,0.0178593,1.95872,0,3.14879,663.075,46.6774,0.101394,0.632578,0.0234865,
82,0.0154187,1.95878,0,3.14825,663.075,46.6708,0.103838,0.639612,0.0236664,
83,0.0147247,1.95871,0,3.14828,663.078,46.6658,0.104606,0.641265,0.0240729,
84,0.0162904,1.9587,0,3.14855,663.079,46.6658,0.102781,0.641401,0.0234382,
85,0.0155413,1.95874,0,3.14853,663.078,46.6677,0.1036,0.639686,0.0239579,
86,0.0169024,1.95874,0,3.14879,663.078,46.6618,0.10218,0.645761,0.0235105,
87,0.0205196,1.95864,0,3.14827,663.077,46.6669,0.0991512,0.641811,0.0235901,
88,0.0180068,1.95852,0,3.14882,663.078,46.6763,0.10116,0.63124,0.0236316,
89,0.0180621,1.95868,0,3.14849,663.076,46.6707,0.101184,0.639534,0.0235656,
90,0.0158751,1.95874,0,3.14934,663.08,46.6751,0.103252,0.630456,0.0238163,
91,0.0203664,1.95869,0,3.14825,663.077,46.6636,0.0993797,0.645517,0.0235382,
92,0.0189034,1.95863,0,3.14873,663.078,46.6773,0.100429,0.630912,0.0234592,
93,0.0175815,1.95873,0,3.14922,663.079,46.6754,0.101521,0.631122,0.0234132,
94,0.015752,1.95874,0,3.14821,663.076,46.6571,0.103467,0.653646,0.0235461,
95,0.0175273,1.95863,0,3.14923,663.075,46.6801,0.101682,0.630008,0.023721,
96,0.0164887,1.95866,0,3.14797,663.079,46.6726,0.102614,0.635716,0.0235457,
97,0.0203977,1.9585,0,3.14841,663.077,46.6683,0.0993184,0.641067,0.0234796,
98,0.0173794,1.95867,0,3.14855,663.079,46.6736,0.10171,0.634105,0.0234209,
99,0.0164639,1.95873,0,3.14789,663.078,46.6572,0.102686,0.651979,0.0235802,
100,0.017331,1.95867,0,3.14835,663.078,46.6654,0.101813,0.642937,0.0235416,
101,0.0165364,1.95872,0,3.14876,663.079,46.6641,0.102555,0.643023,0.0235407,
102,0.0169903,1.95873,0,3.14929,663.079,46.6665,0.102121,0.64047,0.0235374,
103,0.0201815,1.95866,0,3.14819,663.078,46.6683,0.0993928,0.640124,0.0234313,
104,0.0160562,1.9588,0,3.14832,663.079,46.6676,0.103032,0.640084,0.0234489,
105,0.0142777,1.95883,0,3.14819,663.075,46.6641,0.105296,0.646074,0.0241636,
106,0.0144879,1.95881,0,3.14943,663.076,46.6739,0.104965,0.634639,0.0240245,
107,0.016517,1.95875,0,3.14884,663.077,46.6707,0.102591,0.638367,0.0235184,
108,0.016939,1.9587,0,3.14811,663.079,46.6665,0.102152,0.641971,0.023504,
109,0.0165421,1.95872,0,3.14849,663.079,46.6704,0.102527,0.637179,0.0235409,
110,0.0173043,1.95872,0,3.14885,663.077,46.6678,0.101817,0.641707,0.0234259,
111,0.0160311,1.95873,0,3.14886,663.078,46.6782,0.10309,0.630343,0.0234313,
112,0.0171155,1.95874,0,3.14877,663.079,46.6703,0.101967,0.637459,0.023472,
113,0.0231609,1.95847,0,3.14867,663.08,46.6676,0.0972097,0.637591,0.0234434,
114,0.0155929,1.95873,0,3.14865,663.079,46.6673,0.103521,0.640339,0.0234971,
115,0.0154214,1.9588,0,3.1485,663.076,46.6771,0.103823,0.633435,0.0237283,
116,0.0180896,1.95863,0,3.14891,663.077,46.6659,0.101097,0.642846,0.0236839,
117,0.0204793,1.95865,0,3.14879,663.078,46.6735,0.0991727,0.635119,0.0234331,
118,0.0186619,1.95872,0,3.14901,663.075,46.6722,0.100736,0.639026,0.0234575,
119,0.0165439,1.95873,0,3.14835,663.076,46.6712,0.102636,0.639605,0.0235626,
120,0.0161951,1.95867,0,3.14882,663.078,46.6846,0.102909,0.623432,0.0240442,
121,0.0151214,1.95874,0,3.14826,663.076,46.6681,0.104174,0.642662,0.0236943,
122,0.0172761,1.95865,0,3.14927,663.075,46.6718,0.10191,0.639398,0.0235336,
123,0.0179715,1.9586,0,3.15019,663.076,46.669,0.101298,0.640405,0.0234694,
124,0.0160267,1.95882,0,3.14873,663.075,46.6755,0.103224,0.636068,0.0236656,
125,0.0173517,1.95865,0,3.14945,663.079,46.6749,0.101765,0.632762,0.0235557,
126,0.0148754,1.95878,0,3.14839,663.079,46.6695,0.10442,0.638423,0.0237652,
127,0.0175992,1.95872,0,3.14904,663.077,46.6703,0.101597,0.639134,0.0234969,
128,0.016299,1.95869,0,3.14919,663.077,46.6736,0.102857,0.63598,0.0235273,
129,0.0153842,1.95873,0,3.14931,663.075,46.6792,0.103902,0.632167,0.0237164,
130,0.0172063,1.95876,0,3.14873,663.076,46.6571,0.102014,0.654102,0.0235265,
131,0.0143673,1.95871,0,3.14856,663.076,46.6708,0.105132,0.639126,0.0242263,
132,0.0156074,1.9587,0,3.14837,663.078,46.667,0.103546,0.642109,0.0234978,
133,0.01619,1.95874,0,3.14828,663.076,46.673,0.102989,0.638594,0.0235082,
134,0.018359,1.95872,0,3.14913,663.079,46.6647,0.100863,0.643111,0.023655,
135,0.0182518,1.95875,0,3.14856,663.075,46.6701,0.101107,0.642037,0.0234633,
136,0.0170191,1.95874,0,3.14822,663.079,46.6736,0.102071,0.634892,0.0234586,
137,0.0162386,1.95878,0,3.15062,663.077,46.6759,0.102908,0.632521,0.0235298,
138,0.0142006,1.95876,0,3.14879,663.076,46.6697,0.105361,0.640065,0.0239093,
139,0.0164048,1.95878,0,3.14843,663.078,46.6659,0.102725,0.643135,0.0236456,
140,0.0160411,1.95871,0,3.14861,663.079,46.6679,0.103052,0.640841,0.0235191,
141,0.0161875,1.95868,0,3.14863,663.079,46.6759,0.102877,0.633071,0.0234517,
142,0.0156416,1.95875,0,3.14852,663.077,46.6709,0.10351,0.639692,0.0236681,
143,0.0160449,1.95877,0,3.1483,663.077,46.664,0.103113,0.64709,0.023473,
144,0.0182003,1.95865,0,3.14898,663.076,46.6794,0.101021,0.631134,0.0235541,
145,0.0154098,1.95875,0,3.14887,663.077,46.6701,0.103808,0.640021,0.0236807,
146,0.0155215,1.95881,0,3.1479,663.075,46.6627,0.103716,0.649827,0.0235396,
147,0.0162109,1.95873,0,3.14878,663.077,46.6687,0.102921,0.641441,0.0235309,
148,0.0142619,1.95882,0,3.14824,663.076,46.6663,0.105317,0.644929,0.0239558,
149,0.0167226,1.95875,0,3.14789,663.078,46.6716,0.102413,0.638753,0.0235234,
150,0.0175939,1.95867,0,3.149,663.079,46.6738,0.10154,0.634499,0.0235178,
151,0.0271319,1.95841,0,3.14833,663.078,46.6709,0.0947382,0.637001,0.0234768,
152,0.0180192,1.95871,0,3.1482,663.079,46.6701,0.101148,0.638948,0.0234322,
153,0.0172867,1.95868,0,3.14832,663.076,46.6712,0.101915,0.641104,0.0236325,
154,0.0159771,1.95877,0,3.14885,663.076,46.6702,0.103218,0.64131,0.023509,
155,0.019773,1.95866,0,3.14834,663.076,46.6627,0.0997634,0.648876,0.0234737,
156,0.0158973,1.95869,0,3.14806,663.08,46.6726,0.103192,0.635756,0.023566,
157,0.0143143,1.95872,0,3.14834,663.075,46.6714,0.105219,0.640595,0.0237579,
158,0.0190029,1.95865,0,3.14905,663.08,46.6711,0.100291,0.636542,0.0234582,
159,0.0147936,1.95881,0,3.14873,663.076,46.6662,0.104572,0.645294,0.0236543,
160,0.0143028,1.95875,0,3.14873,663.077,46.6684,0.105211,0.641294,0.0241564,
161,0.0169269,1.95866,0,3.14973,663.078,46.6676,0.102186,0.64148,0.0235602,
162,0.0161237,1.95879,0,3.1486,663.077,46.6703,0.103029,0.6406,0.0235271,
163,0.0150775,1.95876,0,3.1495,663.076,46.665,0.104258,0.645609,0.0238072,
164,0.017233,1.95876,0,3.14834,663.079,46.675,0.101863,0.634657,0.0235142,
165,0.0159467,1.95872,0,3.14875,663.079,46.6692,0.103159,0.639908,0.0234702,
166,0.0160249,1.95875,0,3.14854,663.079,46.6684,0.10305,0.640748,0.0239439,
167,0.0195624,1.95868,0,3.14877,663.077,46.6627,0.0999625,0.648407,0.0235114,
168,0.0159721,1.95878,0,3.1496,663.075,46.673,0.103212,0.639018,0.0239309,
169,0.0194638,1.95872,0,3.14835,663.079,46.6712,0.0999327,0.637628,0.02346,
170,0.0177901,1.95862,0,3.14871,663.078,46.6769,0.101375,0.633025,0.0236609,
171,0.0168483,1.95867,0,3.14943,663.078,46.6672,0.102289,0.64252,0.023654,
172,0.0170304,1.95885,0,3.14882,663.075,46.668,0.102146,0.64498,0.0234734,
173,0.0168888,1.95873,0,3.14942,663.078,46.6694,0.102209,0.639967,0.0234933,
174,0.0154851,1.95875,0,3.14871,663.077,46.6753,0.103701,0.635718,0.0237766,
175,0.0175645,1.9586,0,3.14858,663.076,46.6707,0.101677,0.641783,0.0234714,
176,0.0181088,1.95877,0,3.14832,663.075,46.6716,0.101222,0.642272,0.0235169,
177,0.016904,1.95877,0,3.14848,663.077,46.6601,0.102261,0.651833,0.0235617,
178,0.0158292,1.95872,0,3.1486,663.077,46.6654,0.103317,0.646327,0.023577,
179,0.016665,1.95868,0,3.14836,663.078,46.6678,0.102457,0.64275,0.0235292,
180,403.409,33.9177,0,3.40315,3836.97,1267.06,403.193,279.067,385.007,
181,194.593,22.3507,0,23.7945,2475.4,454.267,199.175,474.932,633.255,
182,472.671,34.4017,0,7.49083,3905.19,1176.92,472.665,105.019,475.363,
183,0.0153412,1.95875,0,3.14949,663.075,46.6731,0.103953,0.630242,0.0235421,
184,508.515,34.43,0,6.78766,3906.51,494.419,508.4,1022.86,513.844,
185,401.599,16.7433,0,12.5894,1891.77,357.016,401.193,501.196,209.986,
186,0.0150937,1.95875,0,3.14793,663.076,46.6767,0.104193,0.629637,0.0241956,
187,1088.7,8.00777,0,32.2515,958.664,356.397,1087.91,100.436,235.674,
188,319.447,8.04492,0,25.6309,1663.13,1597.27,319.364,26384.3,1248.07,
189,5.37136,11.3137,0,3.45974,1682.52,357.17,5.89535,438.786,4.09034,
190,0.0189965,1.95876,0,3.14885,663.076,46.6678,0.100424,0.647528,0.023447,
191,0.020254,1.9585,0,3.14807,663.077,46.6707,0.0993757,0.641155,0.023453,
192,565.721,34.3936,0,8.17754,3911.53,596.197,565.8,1218.75,572.569,
193,0.0150466,1.95876,0,3.14888,663.075,46.6695,0.104307,0.639824,0.0238739,
194,763.477,7.87392,0,5.70476,936.333,351.493,763.383,491.465,137.493,
195,0.0173017,1.95875,0,3.1479,663.077,46.6671,0.10183,0.638863,0.0234445,
196,0.0181201,1.95873,0,3.14914,663.078,46.6682,0.101132,0.639854,0.023533,
197,0.0162283,1.95877,0,3.14909,663.075,46.681,0.102964,0.630684,0.0235097,
198,175.439,34.3337,0,4.28008,3877.17,494.129,175.334,1008.76,175.828,
199,0.0156003,1.95876,0,3.14841,663.076,46.6655,0.10362,0.646561,0.0238511,
