Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,Steering.front.ackerman_angle.avg,Heave.front.side_view_swing_arm_angle_l.avg,Heave.front.roll_center.z.avg,Heave.front.king_pin_inclination_l.avg,Heave.front.mechanical_trail_l.avg,Heave.front.tie_rod_angle_top_view_l.avg,Heave.front.motion_ratio_heave_l.avg,Heave.front.toe_angle_l.avg,Roll.front.camber_angle_l.avg,Heave.front.scrub_radius_l.avg,Roll.front.roll_center.y.avg,Steering.front.tie_rod_angle_front_view_l.avg,Steering.front.camber_angle_l.avg,Steering.front.ackerman_angle.std_dev,Heave.front.side_view_swing_arm_angle_l.std_dev,Heave.front.roll_center.z.std_dev,Heave.front.king_pin_inclination_l.std_dev,Heave.front.mechanical_trail_l.std_dev,Heave.front.tie_rod_angle_top_view_l.std_dev,Heave.front.motion_ratio_heave_l.std_dev,Heave.front.toe_angle_l.std_dev,Roll.front.camber_angle_l.std_dev,Heave.front.scrub_radius_l.std_dev,Roll.front.roll_center.y.std_dev,Steering.front.tie_rod_angle_front_view_l.std_dev,Steering.front.camber_angle_l.std_dev,Steering.front.ackerman_angle.best,Heave.front.side_view_swing_arm_angle_l.best,Heave.front.roll_center.z.best,Heave.front.king_pin_inclination_l.best,Heave.front.mechanical_trail_l.best,Heave.front.tie_rod_angle_top_view_l.best,Heave.front.motion_ratio_heave_l.best,Heave.front.toe_angle_l.best,Roll.front.camber_angle_l.best,Heave.front.scrub_radius_l.best,Roll.front.roll_center.y.best,Steering.front.tie_rod_angle_front_view_l.best,Steering.front.camber_angle_l.best,
0,60.6675,398.315,161.255,0.15231,1.36286,16.9615,313.526,4.26473,13.4357,2.07939,1.23576,6.60058,0.408403,25.1554,10.6896,1.01243,1.58257,1.20257,20.3093,208.145,4.32848,12.3206,2.36146,0.630947,7.93422,0.421849,21.727,9.50721,1.17279,0.997546,0.0938004,0.129848,27.5867,2.67387,0.0916775,0.0305215,0.256761,0.225325,0.232277,1.36221,8.01531,0.125018,0.319676,
1,60.6675,392.334,174.921,0.154632,1.71708,71.3111,245.616,6.50892,13.7687,1.96248,1.00441,3.25334,0.39451,34.0247,10.2204,0.979505,1.57335,1.20012,108.741,92.7944,5.08655,12.2042,1.04348,0.553391,3.94761,0.166328,22.2333,2.25188,0.611414,0.732952,0.026026,0.129848,27.5867,2.67387,0.0916775,0.0305215,0.256761,0.225325,0.113909,1.36221,8.01531,0.0210869,0.444419,
2,60.6675,307.741,107.78,0.197138,1.31886,43.6737,200.371,5.1463,9.92608,1.99244,0.94432,2.93099,0.315193,28.5366,10.1619,0.909553,1.51451,0.808998,74.9158,77.2187,3.60044,10.6146,1.02386,0.411749,1.92927,0.148585,19.7818,2.07219,0.639761,0.644153,0.026026,0.129848,27.5867,2.67387,0.0916775,0.0305215,0.183663,0.225325,0.0429564,1.48749,8.01531,0.0210869,0.571734,
3,60.6675,289.616,70.6744,0.209476,1.33624,47.1971,173.062,5.91167,9.35808,2.15313,0.902595,2.96014,0.280005,33.726,10.3151,0.882568,1.53121,0.931089,46.9412,49.3496,3.50143,7.43704,0.971993,0.404086,1.88502,0.0966684,20.7776,2.00281,0.566402,0.712575,0.026026,0.129848,27.5867,2.67387,0.0916775,0.0305215,0.0895766,0.0600069,0.0429564,1.48749,8.66941,0.0210869,0.382857,
4,60.6675,238.474,50.6336,0.254399,1.81595,27.8353,142.145,6.48979,9.66546,2.23152,1.01631,3.09355,0.21699,30.9115,10.5501,0.893905,1.60844,1.37344,33.0811,43.1136,4.52053,8.13614,0.968721,0.394327,2.1395,0.125501,21.3881,2.2138,0.617249,0.848399,0.026026,0.129848,27.5867,1.584,0.0916775,0.0305215,0.303031,0.115691,0.00240952,0.187816,7.22945,0.0210869,0.362557,
5,60.6675,217.183,47.9531,0.279338,1.6508,30.1081,118.483,7.18234,10.9438,2.34763,0.961773,2.86467,0.153623,29.4601,10.7152,0.901801,1.41033,1.29237,21.8593,37.3106,4.50118,7.85011,1.07693,0.407887,2.10335,0.120602,22.4575,2.36204,0.569487,0.856326,0.026026,0.129848,27.5867,1.584,0.0916775,0.0305215,0.281965,0.0572482,0.00240952,0.187816,7.22945,0.0210869,0.243833,
6,60.6675,187.757,40.4332,0.323116,1.99638,33.0394,99.3836,6.52289,10.4489,2.20892,0.885311,2.43527,0.111459,16.539,11.7728,0.882412,1.5309,1.50367,24.1942,29.0814,3.46773,6.7964,1.11388,0.402669,2.17016,0.10529,15.651,2.67312,0.564087,0.897969,0.0162753,0.129848,27.5867,1.584,0.0916775,0.0305215,0.175835,0.0572482,0.00135867,0.187816,7.40697,0.0210869,0.243833,
7,60.6675,180.946,48.109,0.335279,1.91586,35.6856,86.6691,6.69056,12.3991,2.54016,0.894497,2.96516,0.10835,16.2678,11.9548,1.02081,1.83452,1.48462,28.5582,29.1772,4.94002,10.7904,1.32009,0.523221,2.26434,0.0989758,19.8725,2.94507,0.630642,1.15622,0.0162753,0.129848,25.518,1.584,0.0916775,0.0305215,0.175835,0.114336,0.00135867,0.176177,5.38439,0.0210869,0.243833,
8,60.6675,182.881,160.113,0.331732,2.27658,26.9388,97.1509,7.76716,10.8778,2.56989,1.08155,2.72782,0.14522,14.9485,13.678,0.951745,1.76719,1.91681,31.8744,97.2333,6.12204,7.68037,1.34908,0.539538,2.22142,0.189676,27.7631,3.19299,0.669359,1.00171,0.0162753,0.129848,27.5867,1.584,0.0916775,0.0305215,0.175835,0.114336,0.00135867,0.176177,10.3401,0.062447,0.268101,
9,60.6675,149.583,77.4022,0.405578,1.95412,22.3062,70.8336,8.08219,9.48728,2.26243,1.0179,2.52179,0.159292,12.0621,16.0248,0.876927,1.99406,1.60472,39.1422,30.8761,4.49272,7.88887,1.43902,0.442632,1.98455,0.125933,19.2794,8.61217,0.602766,0.948975,0.0737361,0.129848,25.4044,1.6805,0.0916775,0.0305215,0.175835,0.114336,0.00135867,0.579389,10.6291,0.0757476,0.387687,
10,60.6675,143.246,84.8364,0.423518,2.25747,25.0599,61.4813,7.87677,9.33493,1.72589,1.03604,2.37728,0.214036,12.2695,16.6939,0.946983,1.97242,1.59997,42.2606,30.7989,4.49402,8.54382,1.46315,0.441962,2.15063,0.133925,16.9127,5.30456,0.738612,0.747396,0.0737361,0.129848,25.4044,1.6587,0.0916775,0.0305215,0.175835,0.098449,0.00501464,0.579389,11.7147,0.104244,0.387687,
11,60.6675,130.988,66.8517,0.463152,1.99292,20.7795,58.3811,6.02396,7.78439,1.32363,0.9779,2.4903,0.241879,10.7301,17.1555,1.07801,2.02901,1.52317,36.6773,29.3091,3.3752,5.73768,1.22637,0.460422,2.19951,0.110075,10.9549,5.0855,0.659684,0.711146,0.108908,0.129848,27.5867,1.51088,0.0916775,0.0305215,0.221213,0.098449,0.00501464,0.579389,11.2449,0.0708053,0.47639,
12,60.6675,123.937,96.1832,0.489503,2.25093,14.4387,59.0706,5.56316,7.46648,1.33725,0.902169,2.50014,0.293039,8.19537,18.6989,1.09383,2.12645,1.81312,18.1983,75.2694,2.55116,5.27189,1.11235,0.403259,1.72711,0.126306,7.3531,5.22132,0.668348,0.692616,0.108908,0.129848,27.5867,1.32927,0.0916775,0.0305215,0.221213,0.168411,0.106401,0.35401,13.1486,0.0708053,0.533294,
13,60.6675,131.89,121.029,0.459985,2.10834,21.6607,49.2838,6.16219,7.67381,1.34419,0.949065,2.43273,0.330051,12.2264,24.3516,1.30915,2.05813,1.33068,39.2112,40.0863,5.56777,7.75423,1.31087,0.44699,1.41803,0.116739,23.066,33.2312,0.729206,0.530631,0.180841,0.129848,27.5867,0.37064,0.0916775,0.0305215,0.269068,0.233386,0.135278,0.35401,12.9566,0.131511,0.777772,
14,60.6675,124.615,92.8444,0.486839,1.75907,19.5566,50.813,5.57237,8.15463,1.5664,0.973792,2.9195,0.318351,9.60126,19.9959,1.37081,2.01338,1.28235,38.1785,52.9482,3.6653,8.61298,1.31807,0.437154,2.21475,0.0814202,16.0601,7.82621,0.595918,0.521103,0.128207,0.129848,27.5867,0.37064,0.0916775,0.0305215,0.269068,0.262369,0.14496,0.35401,3.66906,0.188898,0.777772,
15,60.6675,105.124,33.8773,0.577103,1.94215,10.9819,41.0853,6.20453,7.61763,1.34723,0.979914,2.26064,0.334411,7.83821,21.1259,1.22246,2.18388,1.38216,12.5268,18.2853,3.54522,4.57123,1.2184,0.439348,1.49284,0.0713676,14.2174,5.37861,0.652114,0.645006,0.113555,0.129848,27.5867,1.07224,0.0916775,0.0305215,0.269068,0.247021,0.14255,0.35075,10.988,0.178887,0.777772,
16,60.6675,115.43,78.8528,0.525578,1.99227,16.6342,42.7132,5.76326,7.46998,1.75302,0.920491,2.52435,0.323101,11.6279,20.438,1.27183,1.99852,1.68158,36.5998,22.7207,4.73491,6.32503,1.40487,0.451144,1.47916,0.0699848,22.346,5.0167,0.713881,0.595714,0.0531175,0.129848,27.5867,1.07224,0.0916775,0.0305215,0.121128,0.138982,0.163524,0.838426,9.73552,0.178887,0.777772,
17,60.6675,119.361,116.497,0.50827,1.60272,20.3993,45.4194,4.85759,8.27827,1.69805,0.969548,2.99694,0.343613,8.02099,21.2783,1.43349,2.06266,1.47207,51.537,52.9441,2.15681,7.98266,1.298,0.485316,1.84435,0.0641146,9.76541,4.89384,0.773262,0.480123,0.0195844,0.129848,24.7696,0.946695,0.0916775,0.0305215,0.121128,0.180486,0.23457,0.838426,9.40268,0.164671,0.777772,
18,60.6675,97.1531,30.0491,0.624452,1.63236,12.1267,35.8116,4.61524,6.57764,1.68722,0.925795,2.53645,0.340764,6.26266,21.4286,1.16994,2.03815,1.43687,20.3125,10.8603,1.62677,3.9283,1.28469,0.437855,1.61052,0.0490223,6.59227,3.77355,0.768972,0.397695,0.0762178,0.129848,27.5867,0.946695,0.0916775,0.0305215,0.121128,0.0982253,0.23457,0.299639,15.3835,0.11868,1.21465,
19,60.6675,133.509,149.298,0.454408,2.0636,20.6926,55.9022,5.41727,7.63321,1.70122,0.941406,3.1863,0.347279,10.631,21.7734,1.21585,2.00359,1.95078,48.9639,76.4773,3.68154,7.48655,1.44612,0.458383,3.16635,0.0861198,19.8665,9.81653,0.715154,0.410246,0.0762178,0.129848,27.5867,1.07224,0.0916775,0.0305215,0.121128,0.262369,0.113639,0.299639,2.02906,0.0934632,0.99194,
20,60.6675,133.069,153.15,0.455911,1.61768,25.7193,48.556,5.71128,8.10728,2.19085,0.987796,2.43509,0.350062,9.97332,24.2185,1.2226,1.97877,1.63614,68.5977,57.5921,4.12522,7.4633,1.49543,0.586055,1.3915,0.0764753,19.4657,13.4268,0.677325,0.602417,0.0762178,0.129848,27.5867,1.07224,0.0916775,0.0305215,0.121128,0.262369,0.024109,0.299639,16.7554,0.11868,0.410599,
21,60.6675,143.289,214.119,0.423393,1.62214,22.0773,61.8803,5.92552,7.82433,1.893,0.927313,2.4051,0.404201,12.5114,22.6508,1.17123,1.99617,1.73541,58.028,128.869,5.5898,11.1757,1.35413,0.69566,1.74458,0.186403,27.0003,6.44414,0.670184,0.55068,0.0518188,0.129848,25.4213,1.07224,0.0916775,0.0305215,0.106536,0.262369,0.239691,0.299639,8.57059,0.11868,0.922487,
22,60.6675,98.0465,77.2976,0.618762,1.18421,10.0853,36.566,5.14219,7.14692,2.04812,0.771783,2.33583,0.356003,6.41891,22.8356,1.12501,2.0306,1.30753,33.6119,22.3321,2.60777,8.74621,1.35366,0.446847,1.7356,0.0675877,14.8874,5.50024,0.704782,0.621282,0.0256383,0.129848,27.5867,1.07224,0.0916775,0.0305215,0.106536,0.262369,0.239691,0.299639,16.3706,0.11868,0.922487,
23,60.6675,129.479,166.591,0.468551,1.06975,25.6658,46.6016,6.18476,7.53307,2.06373,0.777653,2.60368,0.356265,11.6843,21.8429,1.20934,1.88599,1.22132,73.0998,57.2999,5.34067,13.103,1.45267,0.518732,1.90634,0.0577423,25.2409,4.44453,0.743843,0.961268,0.0302387,0.129848,25.7978,1.32927,0.0916775,0.0305215,0.106536,0.270999,0.239691,0.299639,11.7239,0.11868,0.606896,
24,60.6675,111.946,124.682,0.541937,1.25579,16.4198,43.9917,5.44056,5.59264,1.89916,0.807629,2.0289,0.344735,9.83582,21.4923,1.02752,1.80913,1.59434,50.7257,55.389,4.32753,6.58922,1.226,0.52256,1.1984,0.0744912,19.2349,3.62187,0.763063,0.48808,0.0661437,0.129848,27.5867,0.817585,0.0916775,0.0305215,0.106536,0.270999,0.0747666,0.299639,14.2495,0.11868,0.809494,
25,60.6675,106.767,110.066,0.568223,1.13815,11.4913,46.1358,5.48532,4.46299,2.0365,0.780511,2.44926,0.335632,9.72827,19.9163,1.07614,1.73075,1.36505,28.4726,73.0189,4.76673,4.27685,1.31436,0.452962,1.69634,0.0975231,22.5536,5.05036,0.739401,0.333303,0.0762178,0.0822892,27.5867,0.817585,0.0916775,0.0305215,0.106536,0.267336,0.0257418,0.299639,0.206058,0.0791578,0.91346,
26,60.6675,100.698,97.5605,0.602469,1.37728,9.60152,44.9847,5.08264,4.79443,1.68646,0.830655,2.54324,0.348373,5.91794,20.7816,1.10351,1.64573,1.22818,17.7078,73.2305,2.09723,6.92696,1.26047,0.415869,2.06126,0.0781682,11.9344,3.96294,0.808151,0.435822,0.101481,0.129848,27.4035,1.03356,0.0916775,0.0305215,0.106536,0.0271127,0.105151,0.0280792,7.5837,0.0432097,0.253628,
27,60.6675,96.0803,124.417,0.631425,1.35838,8.74628,44.787,5.58321,3.26679,1.41665,0.751641,1.66422,0.347235,4.88345,20.8606,0.796049,1.61883,1.24651,22.1138,79.4333,3.5321,3.02911,1.01314,0.354556,1.65912,0.10709,17.1238,2.3331,0.768249,0.328759,0.0427877,0.0514847,27.5867,2.48814,0.0916775,0.0305215,0.106536,0.156366,0.265634,0.0280792,16.9522,0.0350685,0.907637,
28,60.6675,87.4178,78.8491,0.693995,1.02587,5.19113,42.9366,5.13385,3.85253,1.4212,0.777501,1.51617,0.327748,2.84194,20.2333,0.625828,1.53416,0.801677,7.88644,61.4067,0.946284,5.23935,1.04709,0.415878,1.78423,0.0445865,6.67842,2.66754,0.683073,0.433205,0.0427877,0.0514847,27.5867,2.67387,0.0916775,0.0305215,0.106536,0.13321,0.262842,0.0280792,10.3937,0.0350685,0.316785,
29,60.6675,97.8145,97.2117,0.62023,0.937259,10.5999,41.4734,5.47118,5.24911,1.20594,0.795347,1.34748,0.324574,8.3836,19.7378,0.536667,1.75216,0.676267,40.107,34.9956,4.37178,9.38571,1.06112,0.339288,1.49472,0.0603607,23.7632,3.17099,0.478016,0.856702,0.0427877,0.0514847,27.5867,1.6957,0.0916775,0.0305215,0.296592,0.0906618,0.152148,0.0280792,9.67067,0.0432097,0.493006,
30,60.6675,93.1851,101.259,0.651043,1.02889,5.13021,48.0339,4.95355,4.15271,1.37128,0.807871,1.02909,0.32744,4.25548,20.0064,0.473485,1.61473,0.925822,16.028,68.017,1.67109,8.05485,1.15168,0.498287,0.989382,0.104963,9.59286,6.48392,0.582312,0.284453,0.0427877,0.0514847,27.5867,2.67387,0.0916775,0.0305215,0.270404,0.13321,0.253845,0.0280792,10.8327,0.0432097,0.999574,
31,60.6675,102.271,110.889,0.593203,1.11465,17.0322,39.7907,5.77975,4.23238,1.20584,0.742677,1.09492,0.319519,8.63413,20.2757,0.502294,1.5463,0.777328,52.0032,32.0025,4.79233,8.66964,1.13005,0.352083,1.08497,0.0497051,24.4306,4.80131,0.494911,0.300767,0.0427877,0.0514847,17.9419,0.910492,0.0916775,0.0305215,0.296592,0.13321,0.109278,0.0280792,5.00242,0.0432097,0.271914,
32,60.6675,130.489,189.874,0.464925,0.905884,21.9347,63.2364,5.72176,5.52483,1.17862,0.863035,1.49659,0.338496,7.49641,19.7034,0.488164,1.60053,0.661195,63.7167,101.622,4.04108,10.928,1.3638,0.662954,2.19926,0.0943529,19.2129,3.70257,0.577189,0.27273,0.0237346,0.077656,27.5867,2.67387,0.0916775,0.0249419,0.312485,0.0930609,0.0385711,0.080905,5.13416,0.0432097,1.09658,
33,60.6675,82.4231,47.9631,0.73605,0.980799,6.00653,36.4389,4.91937,3.4001,1.17291,0.718469,1.11118,0.316256,5.60533,19.6886,0.414905,1.64973,0.759796,20.8822,28.5895,2.9527,6.60298,1.18362,0.309922,2.01056,0.0546362,15.1545,3.78353,0.413697,0.645085,0.085186,0.122585,27.5867,2.67387,0.0916775,0.0249419,0.312485,0.0995494,0.027914,0.323574,1.17296,0.0432097,0.376121,
34,60.6675,109.517,138.684,0.553956,0.792593,20.158,45.193,4.93396,4.72072,1.01421,0.825443,0.883539,0.335359,7.66385,20.9326,0.476925,1.58655,0.63336,57.7726,62.2192,3.09858,9.37291,1.08746,0.478038,0.99441,0.0672611,18.5986,4.48678,0.523508,0.375101,0.101481,0.129848,11.5994,1.95246,0.0916775,0.0249419,0.321058,0.0995494,0.20408,0.323574,14.0627,0.0538411,0.54878,
35,60.6675,130.347,187.255,0.46543,0.663648,16.0101,67.1156,5.98666,4.41374,0.904522,0.803034,1.37333,0.350872,10.8531,19.6844,0.59555,1.59257,0.590168,54.6198,111.882,5.25594,8.34606,1.06405,0.508849,2.36872,0.118862,27.66,3.40734,0.678718,0.413161,0.0242316,0.129848,27.5867,2.67387,0.0916775,0.0237993,0.321058,0.0958157,0.085061,0.245473,7.3167,0.0538411,0.221985,
36,60.6675,123.866,194.895,0.489782,0.658359,17.7069,63.7294,4.88245,4.19296,1.19981,0.782706,1.37141,0.349046,6.71354,20.2249,0.472779,1.582,0.530658,55.6987,121.971,1.65694,7.79721,1.22257,0.36845,3.31825,0.131633,15.3259,2.63245,0.47883,0.34519,0.0289344,0.129848,27.5867,2.67387,0.0916775,0.0251808,0.321058,0.0995494,0.175114,0.0904191,9.53489,0.0538411,0.235019,
37,60.6675,98.1245,118.58,0.61827,0.817146,9.22199,46.2475,5.23246,3.39677,1.06813,0.792983,0.959919,0.335854,7.44288,20.5707,0.463577,1.57462,0.742935,26.2094,79.0004,3.6252,6.09833,1.08303,0.507883,1.86259,0.0744913,19.0595,3.21404,0.499014,0.29061,0.0289344,0.129848,27.5867,2.67387,0.0916775,0.0251808,0.321058,0.0244477,0.282439,0.245473,10.7385,0.0538411,0.780111,
38,60.6675,131.107,183.84,0.462733,0.786422,21.4289,60.9974,6.05022,5.69504,1.20868,0.863281,0.937935,0.342357,10.7903,19.8219,0.551037,1.63333,0.885964,63.8621,89.6181,5.61901,10.6428,1.36509,0.477933,1.73613,0.156063,25.7266,3.87562,0.636926,0.305789,0.0289344,0.129848,27.5867,2.67387,0.0916775,0.0251808,0.321058,0.0986363,0.00151003,0.190769,2.45943,0.0538411,1.15325,
39,60.6675,136.398,199.243,0.444781,0.695071,20.6617,61.7052,6.44451,5.34918,1.28528,0.913106,1.55194,0.346744,15.2124,20.0334,0.507409,1.69253,0.894078,57.0016,106.443,6.02601,11.2243,1.35892,0.623661,2.91417,0.0951901,29.4024,5.21951,0.553872,0.579153,0.0151724,0.129848,26.9065,0.97178,0.0916775,0.0251808,0.321058,0.0794461,0.102845,0.245473,3.27739,0.0538411,1.02554,
40,60.6675,125.753,189.662,0.482432,0.599003,24.9708,57.188,5.33641,4.88254,0.96462,0.825781,0.881719,0.343046,6.56109,21.1509,0.426619,1.62281,0.560972,75.8973,89.4989,2.36883,11.7677,0.986171,0.556234,2.31988,0.0613503,16.2755,2.84066,0.515595,0.424992,0.0289344,0.129848,27.5867,2.67387,0.0916775,0.0251808,0.321058,0.0995494,0.19512,0.23931,12.6409,0.0538411,0.974596,
41,60.6675,121.13,165.398,0.500848,0.801975,15.7172,58.9868,5.95265,3.83283,1.00312,0.878441,0.895004,0.338682,10.5315,20.1323,0.432682,1.62631,1.17469,39.6026,101.365,5.09008,6.44522,0.963484,0.691729,2.02407,0.119714,28.6846,3.8352,0.496143,0.38732,0.0197461,0.107856,27.5867,2.07951,0.0916775,0.0251808,0.222854,0.0418645,0.0436281,0.245473,6.51547,0.0538411,0.519493,
42,60.6675,129.398,193.883,0.468843,0.70308,22.6582,57.7293,6.17533,5.16715,1.01801,0.937053,1.32491,0.35061,10.8876,20.4253,0.423127,1.59841,0.688936,61.0323,105.455,5.61346,10.9036,1.17578,0.693673,3.82057,0.106357,27.8185,5.23957,0.432406,0.193694,0.0197461,0.107856,27.5867,2.67387,0.0916775,0.0254417,0.321058,0.0995494,0.0623223,0.162938,0.569249,0.0538411,1.17153,
43,60.6675,110.991,180.301,0.546598,0.628811,16.905,49.5204,5.7894,3.34007,0.801881,0.814681,1.22054,0.341569,7.85168,21.6875,0.405357,1.68408,0.582308,60.2318,84.2088,4.99275,7.47598,0.928686,0.555568,3.61728,0.046976,24.4601,2.20875,0.541027,0.417778,0.0138511,0.107856,27.5867,1.80184,0.0916775,0.0226558,0.321058,0.0727646,0.260604,0.174401,18.6453,0.0393887,1.15362,
44,60.6675,167.642,250.428,0.361887,0.665723,36.6538,75.8804,6.85959,7.14909,1.11106,0.933731,1.52293,0.366381,14.4442,19.9302,0.494903,1.62997,0.824121,89.7981,131.34,6.3389,13.7135,1.45509,0.897077,3.40032,0.199015,31.8283,3.89228,0.570215,0.616049,0.0131662,0.107856,27.5867,2.25259,0.0916775,0.0226558,0.321058,0.025588,0.0589444,0.0473581,8.0233,0.0591622,0.253802,
45,60.6675,110.374,140.742,0.549653,0.542097,12.5399,50.5154,6.53442,3.61593,0.62538,0.854061,1.32123,0.347416,10.3717,21.0689,0.470934,1.56673,0.645985,41.894,99.3283,4.18579,7.52541,1.10068,0.636656,3.54781,0.0865588,22.012,4.4251,0.591036,0.29275,0.0138511,0.107856,27.5867,2.67387,0.0916775,0.0222286,0.321058,0.0697392,0.248332,0.0473581,0.70976,0.0591622,0.580389,
46,60.6675,127.452,184.819,0.476003,0.556998,19.7633,60.3198,5.77931,5.10937,0.758801,0.903294,1.24249,0.368565,9.43495,20.9263,0.489063,1.7998,0.780024,59.0263,101.841,4.13476,11.253,1.15075,0.691637,2.32532,0.127094,23.9101,3.39977,0.658494,1.07325,0.0138511,0.107856,27.5867,1.10611,0.0916775,0.0124708,0.321058,0.0797684,0.288897,0.0386876,10.7895,0.0392898,1.20458,
47,60.6675,85.4249,93.4801,0.710185,0.438906,8.63487,37.4605,5.53807,3.2966,0.653167,0.742985,0.595192,0.331758,4.78418,21.0094,0.3255,1.61379,0.663433,41.5398,39.936,3.46708,9.03061,0.791112,0.347507,1.44193,0.0458886,16.8913,2.508,0.38126,0.31303,0.0138511,0.107856,27.5867,2.495,0.0916775,0.0226558,0.321058,0.0797684,0.1644,0.0086317,5.83239,0.0591622,0.794111,
48,60.6675,147.077,255.929,0.412488,0.532677,19.0637,79.2684,6.19754,5.68119,0.826523,0.943047,1.24489,0.393461,9.3366,21.324,0.432897,1.83219,0.915312,55.9832,165.736,5.09954,12.8568,1.37879,1.01334,3.83443,0.231128,26.4979,3.01117,0.688971,1.35543,0.0138511,0.107856,27.5867,2.67387,0.0916775,0.0305215,0.321058,0.0797684,0.308658,0.0473581,13.4137,0.0570158,0.36427,
49,60.6675,145.449,223.075,0.417106,0.345735,27.9278,67.2054,6.77278,4.9701,0.846519,0.813238,1.11934,0.365581,11.5314,21.5711,0.470205,1.50949,0.380889,79.8958,126.96,5.19326,11.0813,1.52614,0.811881,2.82577,0.181147,24.4303,3.63289,0.613453,0.453474,0.0138511,0.107856,27.5867,0.843631,0.0916775,0.0305215,0.321058,0.0797684,0.0442201,0.0473581,10.6499,0.0277791,0.413282,
50,60.6675,118.682,155.466,0.511178,0.60666,24.4078,44.8718,6.58205,4.73847,0.55907,0.76903,0.772548,0.32815,11.149,21.7217,0.455716,1.71961,1.10815,71.7237,57.3935,4.12064,11.1425,0.916631,0.47426,1.21329,0.0595294,20.4587,4.97495,0.560093,0.749081,0.0138511,0.107856,25.5969,1.10785,0.0916775,0.0305215,0.321058,0.0797684,0.114893,0.0473581,14.1973,0.0570158,1.05126,
51,60.6675,151.583,237.847,0.400226,0.562965,18.6214,77.6168,7.8342,4.84234,0.762154,0.897856,1.33798,0.370031,15.779,20.7368,0.500374,1.72127,0.733983,49.3479,143.79,7.11412,11.7546,1.18047,0.855611,3.28879,0.19188,35.3481,3.31789,0.680824,0.686762,0.0138511,0.107856,27.5867,2.67387,0.0916775,0.0305215,0.22928,0.0797684,0.0168257,0.0473581,10.0619,0.0570158,0.617844,
52,60.6675,122.566,194.546,0.494979,0.382128,15.4129,60.553,6.84491,4.15561,0.713041,0.730503,1.02677,0.363037,9.48245,20.8048,0.39534,1.70133,0.467809,54.0076,109.037,5.86565,10.451,1.11068,0.346416,2.81151,0.120479,29.9478,3.49767,0.505335,0.534011,0.0121994,0.107856,27.5867,2.67387,0.0916775,0.0305215,0.321058,0.0797684,0.294216,0.0473581,4.66176,0.0570158,1.3035,
53,60.6675,106.834,150.409,0.567865,0.517936,14.6177,48.6203,6.29618,4.66692,0.588808,0.778525,0.703989,0.342488,6.8918,20.9231,0.330128,1.55653,0.786029,47.6234,79.4346,4.45301,11.2788,0.788475,0.482386,2.05628,0.095203,21.8494,3.95686,0.339044,0.32354,0.0138511,0.107856,27.5867,2.63356,0.0916775,0.0305215,0.387812,0.0797684,0.0121257,0.0431496,4.92676,0.0591622,0.501142,
54,60.6675,108.226,148.08,0.560565,0.560545,16.0506,47.342,5.84702,4.35254,0.590099,0.856995,0.951571,0.329335,7.45717,21.7934,0.470959,1.62339,0.866179,55.0842,58.7494,3.20227,10.5949,0.982019,0.539444,2.46149,0.0646371,20.7971,3.47484,0.622758,0.539698,0.0138511,0.107856,27.5867,2.67387,0.0916775,0.0305215,0.387812,0.0816586,0.062393,0.0473581,7.97796,0.0600761,0.569326,
55,60.6675,123.16,188.325,0.492591,0.414451,17.0694,57.1606,7.04822,4.71408,0.720303,0.845803,0.94251,0.348174,11.2023,20.6286,0.454576,1.61102,0.600373,51.7638,97.1101,5.81488,10.6202,1.39185,0.710713,2.53737,0.10411,29.4282,4.32176,0.578454,0.515488,0.0138511,0.105374,26.2194,2.67387,0.0916775,0.0305215,0.311883,0.0678993,0.166985,0.0154916,0.576693,0.0600761,0.450009,
56,60.6675,115.468,176.301,0.525406,0.357382,16.6284,52.2761,6.65758,4.4047,0.502844,0.76717,0.755835,0.345161,9.34565,21.4492,0.341548,1.63641,0.430576,60.4951,91.7342,5.16586,11.1094,0.982318,0.498575,2.03072,0.0996885,28.664,5.07678,0.320594,0.297997,0.0138511,0.105374,27.5867,2.67387,0.0915809,0.0305215,0.311883,0.0869246,0.105274,0.0154916,4.6251,0.0600761,0.779495,
57,60.6675,123.186,182.322,0.492488,0.499969,16.0402,53.3223,8.23067,4.11032,0.64296,0.839974,0.828942,0.355026,14.3991,21.8236,0.403973,1.68878,0.830305,48.7104,91.338,7.29573,10.3566,1.17306,0.689755,1.86089,0.153009,37.6981,5.35529,0.421614,0.820749,0.0138511,0.105374,27.5867,2.67387,0.0916775,0.0305215,0.311883,0.0869246,0.0984911,0.0154916,9.52928,0.0600761,0.941199,
58,60.6675,127.981,207.263,0.474033,0.384327,19.4288,60.887,6.96751,4.90665,0.663744,0.837212,1.2433,0.347224,9.94026,20.3004,0.380229,1.69475,0.434494,64.5246,110.003,6.17489,12.4116,1.33111,0.655231,3.43575,0.108325,31.7879,4.51434,0.479273,0.506453,0.0164601,0.0794754,27.5867,2.67387,0.0916775,0.0305215,0.311883,0.0835918,0.00999053,0.0154916,2.86233,0.0600761,1.12224,
